parl_const,parliamentary_constituency_name,All Premises,All Matched Premises,SFBB availability (% premises),UFBB (100Mbit/s) availability (% premises),UFBB availability (% premises),Full Fibre availability (% premises),Gigabit availability (% premises),% of premises unable to receive 2Mbit/s,% of premises unable to receive 5Mbit/s,% of premises unable to receive 10Mbit/s,% of premises unable to receive 30Mbit/s,% of premises below the USO,% of premises with NGA,Number of premises with SFBB availability,Number of premises with UFBB (100Mbit/s) availability,Number of premises with UFBB availability,Number of premises unable to receive 2Mbit/s,Number of premises unable to receive 5Mbit/s,Number of premises unable to receive 10Mbit/s,Number of premises unable to receive 30Mbit/s,Number of premises with Full Fibre availability,Number of premises with Gigabit availability,Number of premises below the USO,Number of premises with NGA,Number of premises able to receive decent broadband from FWA,% of premises with 30<300Mbit/s download speed,% of premises with >=300Mbit/s download speed,% of premises able to receive decent broadband from FWA,% of premises with 0<2Mbit/s download speed,% of premises with 2<5Mbit/s download speed,% of premises with 5<10Mbit/s download speed,% of premises with 10<30Mbit/s download speed,Number of premises with 30<300Mbit/s download speed,Number of premises with >=300Mbit/s download speed,Number of premises with 0<2Mbit/s download speed,Number of premises with 2<5Mbit/s download speed,Number of premises with 5<10Mbit/s download speed,Number of premises with 10<30Mbit/s download speed
E14000715,GRAVESHAM,45524,45239,96.5,77.3,72.4,15.9,15.9,0.1,0.3,0.5,2.8,0.1,98.5,43944,35188,32943,25,131,217,1295,7244,7244,56,44828,0,24.2,72.4,0.0,0.1,0.2,0.2,2.4,11001,32943,25,106,86,1078
E14000716,GREAT GRIMSBY,40733,40670,97.7,90.4,89.7,1.7,1.7,0.0,0.1,0.4,2.1,0.0,98.2,39816,36836,36529,1,38,149,854,698,698,17,39982,11699,8.1,89.7,28.7,0.0,0.1,0.3,1.7,3287,36529,1,37,111,705
E14000717,GREAT YARMOUTH,49254,49039,97.2,56.2,56.2,12.2,12.2,0.0,0.1,0.4,2.4,0.1,99.2,47862,27696,27686,15,59,191,1177,6030,6031,59,48876,0,41.0,56.2,0.0,0.0,0.1,0.3,2.0,20176,27686,15,44,132,986
E14000718,GREENWICH AND WOOLWICH,64532,64022,97.0,78.7,76.4,26.9,75.5,0.0,0.2,0.7,2.3,0.0,97.1,62565,50785,49299,0,135,430,1457,17359,48731,0,62662,0,20.6,76.4,0.0,0.0,0.2,0.5,1.6,13266,49299,0,135,295,1027
E14000719,GUILDFORD,47127,46481,94.3,67.6,65.0,5.9,5.9,0.2,0.6,1.2,4.3,0.3,97.4,44433,31855,30650,110,274,567,2048,2784,2785,129,45917,0,29.2,65.0,0.0,0.2,0.3,0.6,3.1,13783,30650,110,164,293,1481
E14000720,HACKNEY NORTH AND STOKE NEWINGTON,59966,59732,98.1,83.8,80.7,15.8,78.5,0.0,0.0,0.0,1.5,0.0,98.2,58832,50266,48384,0,0,2,900,9452,47050,0,58896,0,17.4,80.7,0.0,0.0,0.0,0.0,1.5,10448,48384,0,0,2,898
E14000721,HACKNEY SOUTH AND SHOREDITCH,66595,65750,95.9,72.4,66.6,41.5,64.6,0.0,0.0,0.3,2.8,0.4,96.0,63885,48217,44340,0,0,221,1865,27670,43001,238,63907,0,29.3,66.6,0.0,0.0,0.0,0.3,2.5,19545,44340,0,0,221,1644
E14000722,HALESOWEN AND ROWLEY REGIS,41822,41693,99.2,92.8,90.9,12.5,89.3,0.0,0.0,0.1,0.5,0.0,99.4,41504,38810,38013,0,5,34,189,5238,37359,0,41563,0,8.3,90.9,0.0,0.0,0.0,0.1,0.4,3491,38013,0,5,29,155
E14000723,HALIFAX,51138,50897,97.4,71.0,70.8,19.0,19.0,0.0,0.1,0.2,2.1,0.0,98.5,49805,36295,36207,3,67,113,1092,9709,9709,1,50386,27,26.6,70.8,0.1,0.0,0.1,0.1,1.9,13598,36207,3,64,46,979
E14000724,HALTEMPRICE AND HOWDEN,42347,41907,96.3,78.3,78.3,78.3,78.3,0.4,0.7,1.1,2.6,0.1,98.4,40795,33143,33143,180,313,451,1112,33142,33143,48,41654,14724,18.1,78.3,34.8,0.4,0.3,0.3,1.6,7652,33143,180,133,138,661
E14000725,HALTON,48075,47571,97.2,68.2,67.6,3.4,4.3,0.0,0.1,0.2,1.8,0.0,98.6,46725,32790,32522,0,28,106,846,1634,2086,0,47405,0,29.5,67.6,0.0,0.0,0.1,0.2,1.5,14203,32522,0,28,78,740
E14000726,HAMMERSMITH,59643,58397,94.4,79.8,72.7,39.6,67.7,0.0,0.1,0.4,3.5,0.3,94.4,56331,47612,43369,2,75,258,2066,23600,40402,164,56319,0,21.7,72.7,0.0,0.0,0.1,0.3,3.0,12962,43369,2,73,183,1808
E14000727,HAMPSTEAD AND KILBURN,66055,65761,98.9,88.9,88.5,56.6,88.7,0.0,0.0,0.0,0.7,0.0,98.9,65320,58696,58461,0,0,3,441,37398,58564,0,65324,3,10.4,88.5,0.0,0.0,0.0,0.0,0.7,6859,58461,0,0,3,438
E14000728,HARBOROUGH,49545,48931,96.8,66.0,61.5,6.7,22.0,0.1,0.1,0.3,1.9,0.1,98.3,47969,32719,30464,28,53,137,962,3323,10893,35,48696,0,35.3,61.5,0.0,0.1,0.1,0.2,1.7,17505,30464,28,25,84,825
E14000729,HARLOW,47167,46974,95.7,89.7,87.6,13.5,13.9,0.1,0.2,1.1,3.9,0.0,96.3,45147,42318,41319,33,72,508,1827,6363,6552,13,45415,251,8.1,87.6,0.5,0.1,0.1,0.9,2.8,3828,41319,33,39,436,1319
E14000730,HARROGATE AND KNARESBOROUGH,51809,51603,96.9,81.1,78.8,37.3,37.3,0.0,0.2,0.4,2.7,0.2,98.2,50227,42011,40824,14,89,205,1376,19324,19325,116,50878,4135,18.1,78.8,8.0,0.0,0.1,0.2,2.3,9403,40824,14,75,116,1171
E14000731,HARROW EAST,40410,40289,98.6,85.8,85.6,22.5,85.6,0.0,0.0,0.4,1.1,0.0,98.8,39854,34662,34595,1,6,176,435,9088,34594,9,39939,0,13.0,85.6,0.0,0.0,0.0,0.4,0.6,5259,34595,1,5,170,259
E14000732,HARROW WEST,46113,45952,97.1,84.0,83.6,9.6,83.5,0.0,0.0,0.3,2.6,0.0,97.1,44757,38714,38566,0,6,116,1195,4409,38482,0,44766,0,13.4,83.6,0.0,0.0,0.0,0.2,2.3,6191,38566,0,6,110,1079
E14000733,HARTLEPOOL,47613,47138,95.7,88.1,88.0,6.0,6.0,0.3,0.5,1.2,3.3,0.1,96.3,45552,41929,41891,141,259,560,1586,2849,2849,51,45831,312,7.7,88.0,0.7,0.3,0.2,0.6,2.2,3661,41891,141,118,301,1026
E14000734,HARWICH AND NORTH ESSEX,45523,44713,93.6,27.7,27.7,27.1,27.1,0.3,1.2,2.0,4.6,0.3,96.2,42604,12600,12591,115,560,924,2109,12316,12316,153,43798,7249,65.9,27.7,15.9,0.3,1.0,0.8,2.6,30013,12591,115,445,364,1185
E14000735,HASTINGS AND RYE,57221,56825,97.2,5.7,5.7,5.7,5.7,0.0,0.1,0.2,2.1,0.0,99.2,55622,3276,3276,25,58,139,1203,3276,3276,18,56767,340,91.5,5.7,0.6,0.0,0.1,0.1,1.9,52346,3276,25,33,81,1064
E14000736,HAVANT,44412,44191,98.6,84.2,84.1,1.8,1.8,0.0,0.1,0.2,0.9,0.0,99.2,43808,37395,37366,1,27,72,383,782,782,4,44056,0,14.5,84.1,0.0,0.0,0.1,0.1,0.7,6442,37366,1,26,45,311
E14000737,HAYES AND HARLINGTON,46170,45487,95.4,87.7,87.4,37.5,87.4,0.1,0.2,1.0,3.1,0.0,95.5,44066,40478,40333,31,81,464,1421,17312,40333,6,44081,0,8.1,87.4,0.0,0.1,0.1,0.8,2.1,3733,40333,31,50,383,957
E14000738,HAZEL GROVE,38259,38103,97.1,85.5,85.4,1.1,1.1,0.1,0.4,0.6,2.5,0.0,98.7,37160,32696,32667,22,155,223,943,413,413,7,37754,4592,11.7,85.4,12.0,0.1,0.3,0.2,1.9,4493,32667,22,133,68,720
E14000739,HEMEL HEMPSTEAD,47775,47577,97.3,84.8,82.0,25.2,25.2,0.2,0.4,0.6,2.3,0.0,98.6,46483,40497,39153,85,200,301,1094,12016,12017,22,47102,0,15.3,82.0,0.0,0.2,0.2,0.2,1.7,7330,39153,85,115,101,793
E14000740,HEMSWORTH,45860,45540,94.1,32.4,31.8,27.0,27.0,0.1,0.4,0.8,5.2,0.2,98.4,43176,14868,14593,33,196,389,2364,12390,12390,98,45120,13397,62.3,31.8,29.2,0.1,0.4,0.4,4.3,28583,14593,33,163,193,1975
E14000741,HENDON,57783,57626,97.6,64.4,63.9,19.9,63.8,0.0,0.0,0.1,2.1,0.0,98.6,56397,37239,36915,0,3,41,1229,11489,36872,1,56961,0,33.7,63.9,0.0,0.0,0.0,0.1,2.1,19482,36915,0,3,38,1188
E14000742,HENLEY,47381,47130,95.3,40.2,34.9,25.8,25.8,0.2,0.5,0.9,4.2,0.3,99.2,45145,19055,16554,81,241,450,1985,12207,12208,141,47002,0,60.3,34.9,0.0,0.2,0.3,0.4,3.2,28591,16554,81,160,209,1535
E14000743,HEREFORD AND SOUTH HEREFORDSHIRE,47969,47576,91.8,23.0,16.6,12.5,12.5,0.9,1.9,3.3,7.4,1.5,97.0,44031,11017,7984,410,915,1572,3545,6003,6003,708,46538,1,75.1,16.6,0.0,0.9,1.1,1.4,4.1,36047,7984,410,505,657,1973
E14000744,HERTFORD AND STORTFORD,52145,51996,96.9,84.1,80.2,11.9,11.9,0.0,0.1,0.2,2.8,0.1,98.2,50539,43875,41800,14,71,122,1457,6193,6193,38,51216,0,16.8,80.2,0.0,0.0,0.1,0.1,2.6,8739,41800,14,57,51,1335
E14000745,HERTSMERE,47003,46763,97.5,83.3,80.9,9.3,9.3,0.0,0.2,0.4,2.0,0.0,98.5,45844,39152,38031,6,90,175,919,4370,4370,2,46303,0,16.6,80.9,0.0,0.0,0.2,0.2,1.6,7813,38031,6,84,85,744
E14000746,HEXHAM,36905,36650,86.5,10.2,8.9,7.7,7.7,2.2,3.7,5.2,12.8,1.5,98.0,31922,3767,3282,801,1359,1902,4728,2853,2854,537,36181,766,77.6,8.9,2.1,2.2,1.5,1.5,7.7,28640,3282,801,558,543,2826
E14000747,HEYWOOD AND MIDDLETON,51372,51191,97.0,69.8,64.6,5.8,5.8,0.0,0.1,0.2,2.7,0.0,98.8,49814,35846,33202,13,47,126,1377,2955,2965,15,50776,0,32.3,64.6,0.0,0.0,0.1,0.2,2.4,16612,33202,13,34,79,1251
E14000748,HIGH PEAK,46313,46002,92.6,11.3,7.8,4.5,4.5,0.4,0.7,1.3,6.7,0.5,98.4,42887,5229,3628,188,346,596,3115,2076,2076,214,45589,0,84.8,7.8,0.0,0.4,0.3,0.5,5.4,39259,3628,188,158,250,2519
E14000749,HITCHIN AND HARPENDEN,45818,45628,95.7,75.5,74.5,18.0,18.0,0.1,0.3,0.7,3.9,0.2,98.0,43830,34612,34134,59,157,328,1798,8256,8256,105,44924,0,21.2,74.5,0.0,0.1,0.2,0.4,3.2,9696,34134,59,98,171,1470
E14000750,HOLBORN AND ST PANCRAS,77392,76270,95.2,90.4,88.2,54.3,88.2,0.0,0.0,0.0,3.3,0.0,95.2,73703,69980,68247,0,0,5,2567,42009,68250,0,73707,0,7.0,88.2,0.0,0.0,0.0,0.0,3.3,5456,68247,0,0,5,2562
E14000751,HORNCHURCH AND UPMINSTER,48326,48109,96.9,84.7,83.3,3.4,82.4,0.1,0.3,0.6,2.6,0.2,98.3,46834,40943,40242,44,139,272,1275,1653,39816,75,47521,0,13.6,83.3,0.0,0.1,0.2,0.3,2.1,6592,40242,44,95,133,1003
E14000752,HORNSEY AND WOOD GREEN,55993,55857,97.8,79.6,77.6,2.0,75.8,0.0,0.0,0.3,2.0,0.0,98.0,54758,44552,43473,0,0,161,1099,1136,42449,0,54860,0,20.2,77.6,0.0,0.0,0.0,0.3,1.7,11285,43473,0,0,161,938
E14000753,HORSHAM,52927,52625,94.3,49.4,43.2,38.1,38.1,0.1,0.6,1.3,5.2,0.5,98.7,49893,26157,22842,59,294,705,2732,20168,20168,270,52263,0,51.1,43.2,0.0,0.1,0.4,0.8,3.8,27051,22842,59,235,411,2027
E14000754,HOUGHTON AND SUNDERLAND SOUTH,44176,43782,95.3,57.9,53.6,17.6,50.9,0.1,0.2,0.7,3.9,0.2,97.6,42079,25579,23669,42,105,301,1703,7759,22494,73,43124,0,41.7,53.6,0.0,0.1,0.1,0.4,3.2,18410,23669,42,63,196,1402
E14000755,HOVE,52631,52402,98.4,86.4,79.9,4.9,4.9,0.0,0.0,0.2,1.2,0.0,98.4,51780,45479,42073,0,8,112,622,2579,2579,0,51803,1,18.4,79.9,0.0,0.0,0.0,0.2,1.0,9707,42073,0,8,104,510
E14000756,HUDDERSFIELD,45780,45669,99.0,92.6,92.5,54.1,54.1,0.0,0.0,0.1,0.8,0.0,99.4,45314,42403,42338,1,17,68,355,24773,24773,8,45493,0,6.5,92.5,0.0,0.0,0.0,0.1,0.6,2976,42338,1,16,51,287
E14000757,HUNTINGDON,57050,56759,97.2,73.6,70.5,11.7,11.7,0.2,0.4,0.9,2.3,0.3,98.8,55453,41994,40225,97,247,516,1306,6655,6655,170,56353,0,26.7,70.5,0.0,0.2,0.3,0.5,1.4,15228,40225,97,150,269,790
E14000758,HYNDBURN,47348,46703,96.4,73.8,68.9,15.3,15.3,0.1,0.1,0.2,2.2,0.0,98.5,45653,34921,32641,24,49,98,1050,7221,7254,1,46621,35197,27.5,68.9,74.3,0.1,0.1,0.1,2.0,13012,32641,24,25,49,952
E14000759,ILFORD NORTH,42048,41813,98.0,89.6,89.2,39.7,89.0,0.0,0.2,0.6,1.4,0.0,98.3,41218,37664,37522,6,93,247,595,16682,37415,0,41327,5,8.8,89.2,0.0,0.0,0.2,0.4,0.8,3696,37522,6,87,154,348
E14000760,ILFORD SOUTH,48610,48373,98.1,87.7,87.5,43.2,87.5,0.0,0.0,0.1,1.5,0.0,98.3,47668,42628,42515,0,0,45,705,21019,42515,0,47772,0,10.6,87.5,0.0,0.0,0.0,0.1,1.4,5153,42515,0,0,45,660
E14000761,IPSWICH,54550,54326,97.9,87.0,83.9,16.1,16.1,0.0,0.1,0.4,1.7,0.0,98.1,53424,47453,45791,0,40,237,902,8784,8785,4,53527,0,14.0,83.9,0.0,0.0,0.1,0.4,1.2,7633,45791,0,40,197,665
E14000762,ISLE OF WIGHT,78495,77985,93.0,35.6,35.6,35.6,35.6,0.3,0.7,1.3,6.3,0.3,99.1,73029,27940,27940,203,530,998,4956,27940,27940,234,77790,0,57.4,35.6,0.0,0.3,0.4,0.6,5.0,45089,27940,203,327,468,3958
E14000763,ISLINGTON NORTH,55317,55210,97.3,91.6,91.4,14.8,91.4,0.0,0.0,0.1,2.5,0.0,97.4,53844,50694,50555,0,0,58,1366,8171,50556,0,53853,0,5.9,91.4,0.0,0.0,0.0,0.1,2.4,3289,50555,0,0,58,1308
E14000764,ISLINGTON SOUTH AND FINSBURY,63720,63223,93.9,78.1,77.1,44.2,77.0,0.0,0.0,0.0,5.4,0.0,93.9,59811,49771,49108,0,0,11,3412,28196,49091,1,59811,0,16.8,77.1,0.0,0.0,0.0,0.0,5.3,10703,49108,0,0,11,3401
E14000765,JARROW,41368,41329,97.0,74.1,73.7,2.4,55.7,0.1,0.6,0.9,2.9,0.0,98.4,40122,30655,30482,38,233,383,1207,973,23029,6,40714,0,23.3,73.7,0.0,0.1,0.5,0.4,2.0,9640,30482,38,195,150,824
E14000766,KEIGHLEY,44250,44154,95.0,78.0,74.4,2.9,72.1,0.2,0.4,0.9,4.8,0.0,98.1,42021,34517,32929,100,183,402,2133,1294,31910,17,43406,33246,20.5,74.4,75.1,0.2,0.2,0.5,3.9,9092,32929,100,83,219,1731
E14000767,KENILWORTH AND SOUTHAM,41904,41665,94.4,55.6,49.5,17.5,46.0,0.5,1.1,1.7,5.1,0.4,98.1,39543,23288,20729,202,453,709,2122,7332,19282,168,41116,39,44.9,49.5,0.1,0.5,0.6,0.6,3.4,18814,20729,202,251,256,1413
E14000768,KENSINGTON,71509,71366,96.8,90.8,87.0,40.2,84.2,0.0,0.0,0.1,3.0,0.0,96.7,69185,64941,62199,0,0,51,2181,28760,60210,13,69184,0,9.8,87.0,0.0,0.0,0.0,0.1,3.0,6986,62199,0,0,51,2130
E14000769,KETTERING,48949,48599,97.6,81.7,81.1,16.6,81.1,0.1,0.3,0.6,1.7,0.2,98.2,47764,39971,39675,38,150,274,835,8143,39675,84,48073,0,16.5,81.1,0.0,0.1,0.2,0.3,1.1,8089,39675,38,112,124,561
E14000770,KINGSTON AND SURBITON,52938,52716,97.8,92.3,88.7,3.3,86.5,0.0,0.0,0.1,1.8,0.0,98.0,51762,48855,46965,0,2,78,954,1765,45790,4,51856,0,9.1,88.7,0.0,0.0,0.0,0.1,1.7,4797,46965,0,2,76,876
E14000771,KINGSTON UPON HULL EAST,43744,43298,98.9,97.5,97.5,97.5,97.5,0.0,0.0,0.1,0.1,0.0,98.9,43273,42670,42670,0,1,24,25,42670,42670,1,43273,22160,1.4,97.5,50.7,0.0,0.0,0.1,0.0,603,42670,0,1,23,1
E14000772,KINGSTON UPON HULL NORTH,44862,43971,98.0,97.8,97.8,97.8,97.8,0.0,0.0,0.0,0.0,0.0,98.0,43967,43877,43877,0,0,0,4,43877,43877,0,43967,13471,0.2,97.8,30.0,0.0,0.0,0.0,0.0,90,43877,0,0,0,4
E14000773,KINGSTON UPON HULL WEST AND HESSLE,48125,47448,98.6,97.6,97.6,97.6,97.6,0.0,0.0,0.0,0.0,0.0,98.6,47429,46978,46978,1,1,4,19,46978,46978,2,47429,24523,0.9,97.6,51.0,0.0,0.0,0.0,0.0,451,46978,1,0,3,15
E14000774,KINGSWOOD,40323,40216,99.0,87.9,86.8,7.9,86.6,0.0,0.0,0.1,0.7,0.0,99.5,39938,35460,35017,1,3,30,278,3183,34912,3,40121,0,12.2,86.8,0.0,0.0,0.0,0.1,0.6,4921,35017,1,2,27,248
E14000775,KNOWSLEY,53340,53151,98.4,82.4,82.0,27.3,81.9,0.0,0.1,0.2,1.3,0.1,99.2,52479,43966,43747,8,76,111,672,14576,43660,28,52891,4155,16.4,82.0,7.8,0.0,0.1,0.1,1.1,8732,43747,8,68,35,561
E14000776,LANCASTER AND FLEETWOOD,41681,41445,96.3,61.9,56.8,45.2,45.2,0.2,0.4,0.8,3.1,0.1,98.7,40148,25794,23689,94,174,334,1297,18839,18839,25,41159,513,39.5,56.8,1.2,0.2,0.2,0.4,2.3,16459,23689,94,80,160,963
E14000777,LEEDS CENTRAL,76505,75777,92.1,88.3,85.1,58.3,84.2,0.0,0.2,0.3,6.9,0.0,92.1,70474,67525,65073,0,133,240,5303,44567,64455,0,70485,13605,7.1,85.1,17.8,0.0,0.2,0.1,6.6,5401,65073,0,133,107,5063
E14000778,LEEDS EAST,46227,46120,98.6,95.0,95.0,62.0,95.0,0.0,0.2,0.6,1.2,0.1,98.7,45564,43917,43898,0,87,289,556,28645,43899,27,45610,6927,3.6,95.0,15.0,0.0,0.2,0.4,0.6,1666,43898,0,87,202,267
E14000779,LEEDS NORTH EAST,42610,42544,98.6,94.3,94.1,72.7,94.1,0.0,0.0,0.3,1.2,0.0,99.0,42033,40169,40093,2,4,124,511,30972,40088,2,42199,3665,4.6,94.1,8.6,0.0,0.0,0.3,0.9,1940,40093,2,2,120,387
E14000780,LEEDS NORTH WEST,38400,38320,97.0,78.5,75.0,34.7,72.6,0.0,0.4,0.6,2.8,0.0,98.0,37241,30139,28817,14,141,232,1079,13317,27887,2,37625,9499,21.9,75.0,24.7,0.0,0.3,0.2,2.2,8424,28817,14,127,91,847
E14000781,LEEDS WEST,47583,47463,98.8,95.1,94.2,64.9,93.4,0.1,0.2,0.3,0.9,0.0,99.1,47023,45251,44833,28,100,134,440,30899,44465,0,47174,2302,4.6,94.2,4.8,0.1,0.2,0.1,0.6,2190,44833,28,72,34,306
E14000782,LEICESTER EAST,45483,45377,99.3,94.7,94.5,59.6,59.6,0.0,0.0,0.0,0.4,0.0,99.7,45178,43084,42964,0,1,9,199,27111,27111,0,45347,0,4.9,94.5,0.0,0.0,0.0,0.0,0.4,2214,42964,0,1,8,190
E14000783,LEICESTER SOUTH,52844,52606,98.1,89.6,87.3,4.5,4.5,0.0,0.0,0.1,1.4,0.0,98.1,51843,47324,46151,0,0,59,763,2378,2378,3,51861,0,10.8,87.3,0.0,0.0,0.0,0.1,1.3,5692,46151,0,0,59,704
E14000784,LEICESTER WEST,47300,47182,99.2,93.5,91.8,11.8,11.8,0.0,0.0,0.1,0.5,0.0,99.3,46939,44246,43430,0,6,30,243,5577,5577,1,46989,0,7.4,91.8,0.0,0.0,0.0,0.1,0.5,3509,43430,0,6,24,213
E14000785,LEIGH,51070,51030,98.4,86.6,86.6,10.6,86.6,0.0,0.1,0.2,1.5,0.0,99.7,50265,44237,44209,20,55,117,765,5417,44206,11,50893,3506,11.9,86.6,6.9,0.0,0.1,0.1,1.3,6056,44209,20,35,62,648
E14000786,LEWES,44164,43962,96.3,17.4,17.3,17.3,17.3,0.1,0.3,0.7,3.2,0.3,99.3,42532,7665,7658,40,138,304,1430,7660,7660,114,43840,0,79.0,17.3,0.0,0.1,0.2,0.4,2.5,34874,7658,40,98,166,1126
E14000787,LEWISHAM EAST,48412,48079,98.5,82.1,79.6,9.3,77.5,0.0,0.0,0.1,0.8,0.0,98.8,47674,39741,38559,0,0,50,405,4513,37515,0,47833,0,18.8,79.6,0.0,0.0,0.0,0.1,0.7,9115,38559,0,0,50,355
E14000788,LEWISHAM WEST AND PENGE,52465,52176,95.2,74.6,74.1,16.2,73.8,0.0,0.0,0.4,4.3,0.0,95.5,49943,39122,38876,0,0,199,2233,8490,38723,0,50125,0,21.1,74.1,0.0,0.0,0.0,0.4,3.9,11067,38876,0,0,199,2034
E14000789,"LEWISHAM, DEPTFORD",62159,60340,92.6,60.7,59.5,26.2,59.5,0.0,0.0,0.1,4.5,0.0,92.6,57557,37718,36999,0,0,56,2783,16295,36966,0,57580,0,33.1,59.5,0.0,0.0,0.0,0.1,4.4,20558,36999,0,0,56,2727
E14000790,LEYTON AND WANSTEAD,42600,42496,96.7,86.4,84.8,14.6,83.6,0.0,0.0,0.6,3.0,0.0,96.7,41199,36814,36125,0,18,244,1297,6232,35604,1,41215,0,11.9,84.8,0.0,0.0,0.0,0.5,2.5,5074,36125,0,18,226,1053
E14000791,LICHFIELD,45934,45721,95.8,69.7,66.7,25.2,64.2,0.2,0.6,1.2,3.7,0.3,99.0,44005,32031,30632,95,296,553,1716,11570,29500,132,45464,0,29.1,66.7,0.0,0.2,0.4,0.6,2.5,13373,30632,95,201,257,1163
E14000792,LINCOLN,54457,54344,97.9,83.2,82.3,3.8,3.8,0.0,0.1,0.5,1.9,0.0,98.3,53329,45285,44845,17,49,286,1015,2070,2070,11,53532,41380,15.6,82.3,76.0,0.0,0.1,0.4,1.3,8484,44845,17,32,237,729
E14000793,"LIVERPOOL, RIVERSIDE",68119,67492,84.8,68.3,61.8,21.8,57.5,0.0,0.0,1.0,14.3,0.0,85.1,57735,46511,42089,1,1,676,9757,14824,39154,0,57943,0,23.0,61.8,0.0,0.0,0.0,1.0,13.3,15646,42089,1,0,675,9081
E14000794,"LIVERPOOL, WALTON",45262,44890,98.2,84.3,83.4,7.7,82.5,0.0,0.1,0.1,0.9,0.0,98.6,44466,38161,37733,0,30,35,424,3496,37338,0,44646,0,14.9,83.4,0.0,0.0,0.1,0.0,0.9,6733,37733,0,30,5,389
E14000795,"LIVERPOOL, WAVERTREE",42207,42136,99.2,94.6,93.2,69.9,92.2,0.0,0.0,0.1,0.6,0.0,99.5,41889,39916,39350,0,7,49,247,29515,38905,6,41987,0,6.0,93.2,0.0,0.0,0.0,0.1,0.5,2539,39350,0,7,42,198
E14000796,"LIVERPOOL, WEST DERBY",42091,42002,99.5,92.2,91.8,48.2,91.6,0.0,0.0,0.0,0.3,0.0,99.7,41887,38816,38657,0,5,20,115,20296,38550,0,41962,0,7.7,91.8,0.0,0.0,0.0,0.0,0.2,3230,38657,0,5,15,95
E14000797,LOUGHBOROUGH,46697,46556,98.5,75.8,71.0,4.9,4.9,0.2,0.3,0.4,1.2,0.0,99.3,45995,35382,33141,78,136,179,561,2287,2287,19,46367,0,27.5,71.0,0.0,0.2,0.1,0.1,0.8,12854,33141,78,58,43,382
E14000798,LOUTH AND HORNCASTLE,51315,51042,88.6,17.9,17.6,5.2,5.2,0.8,2.2,3.9,10.9,1.0,97.6,45462,9177,9037,409,1125,1997,5580,2643,2644,535,50095,10378,71.0,17.6,20.2,0.8,1.4,1.7,7.0,36425,9037,409,716,872,3583
E14000799,LUDLOW,42302,41814,79.3,8.3,8.3,8.3,8.3,1.9,5.7,10.2,19.5,1.4,92.4,33554,3521,3520,823,2417,4311,8260,3520,3520,585,39073,31121,71.0,8.3,73.6,1.9,3.8,4.5,9.3,30034,3520,823,1594,1894,3949
E14000800,LUTON NORTH,39200,39148,99.8,95.9,94.0,1.0,1.0,0.0,0.0,0.0,0.1,0.0,99.8,39110,37594,36860,1,3,3,38,406,406,0,39140,0,5.7,94.0,0.0,0.0,0.0,0.0,0.1,2250,36860,1,2,0,35
E14000801,LUTON SOUTH,50488,50176,97.9,90.5,88.3,7.4,7.4,0.0,0.6,0.7,1.5,0.1,98.3,49411,45711,44584,24,308,369,765,3734,3734,41,49608,0,9.6,88.3,0.0,0.0,0.6,0.1,0.8,4827,44584,24,284,61,396
E14000802,MACCLESFIELD,47300,47056,94.2,68.5,68.5,4.8,4.8,0.2,0.9,1.8,5.2,0.5,97.9,44578,32394,32384,115,444,870,2478,2261,2261,216,46309,2693,25.8,68.5,5.7,0.2,0.7,0.9,3.4,12194,32384,115,329,426,1608
E14000803,MAIDENHEAD,46921,46698,95.4,73.2,68.7,10.7,24.4,0.1,0.3,0.8,4.1,0.1,97.8,44784,34345,32253,38,125,359,1914,5034,11432,54,45906,1320,26.7,68.7,2.8,0.1,0.2,0.5,3.3,12531,32253,38,87,234,1555
E14000804,MAIDSTONE AND THE WEALD,51802,51387,92.7,74.9,69.4,28.8,28.8,0.1,0.7,1.5,6.5,0.3,97.1,48043,38783,35976,29,380,753,3344,14905,14905,142,50298,16412,23.3,69.4,31.7,0.1,0.7,0.7,5.0,12067,35976,29,351,373,2591
E14000805,MAKERFIELD,45166,45141,98.5,85.8,84.5,2.7,83.6,0.0,0.0,0.1,1.4,0.0,99.6,44502,38757,38152,2,10,42,639,1217,37741,2,44993,16459,14.1,84.5,36.4,0.0,0.0,0.1,1.3,6350,38152,2,8,32,597
E14000806,MALDON,42830,42626,93.2,36.0,33.7,31.4,31.4,0.2,0.8,1.7,6.3,0.3,98.5,39937,15418,14440,85,364,712,2689,13441,13441,115,42185,1611,59.5,33.7,3.8,0.2,0.7,0.8,4.6,25497,14440,85,279,348,1977
E14000807,MANCHESTER CENTRAL,82610,79219,86.2,66.6,64.4,45.5,63.4,0.0,0.0,0.8,9.6,0.0,86.5,71249,54980,53171,0,15,663,7970,37606,52405,0,71460,0,21.9,64.4,0.0,0.0,0.0,0.8,8.8,18078,53171,0,15,648,7307
E14000808,"MANCHESTER, GORTON",47298,45631,94.9,72.2,67.0,19.6,60.1,0.0,0.1,0.3,1.6,0.0,94.9,44864,34133,31681,1,49,151,767,9293,28432,0,44907,0,27.9,67.0,0.0,0.0,0.1,0.2,1.3,13183,31681,1,48,102,616
E14000809,"MANCHESTER, WITHINGTON",44105,43977,98.1,89.6,86.1,3.6,82.8,0.0,0.0,0.2,1.6,0.0,98.2,43258,39497,37991,9,9,96,719,1604,36500,0,43317,0,11.9,86.1,0.0,0.0,0.0,0.2,1.4,5267,37991,9,0,87,623
