parl_const,parliamentary_constituency_name,All Premises,All Matched Premises,SFBB availability (% premises),UFBB (100Mbit/s) availability (% premises),UFBB availability (% premises),Full Fibre availability (% premises),Gigabit availability (% premises),% of premises unable to receive 2Mbit/s,% of premises unable to receive 5Mbit/s,% of premises unable to receive 10Mbit/s,% of premises unable to receive 30Mbit/s,% of premises below the USO,% of premises with NGA,Number of premises with SFBB availability,Number of premises with UFBB (100Mbit/s) availability,Number of premises with UFBB availability,Number of premises unable to receive 2Mbit/s,Number of premises unable to receive 5Mbit/s,Number of premises unable to receive 10Mbit/s,Number of premises unable to receive 30Mbit/s,Number of premises with Full Fibre availability,Number of premises with Gigabit availability,Number of premises below the USO,Number of premises with NGA,Number of premises able to receive decent broadband from FWA,% of premises with 30<300Mbit/s download speed,% of premises with >=300Mbit/s download speed,% of premises able to receive decent broadband from FWA,% of premises with 0<2Mbit/s download speed,% of premises with 2<5Mbit/s download speed,% of premises with 5<10Mbit/s download speed,% of premises with 10<30Mbit/s download speed,Number of premises with 30<300Mbit/s download speed,Number of premises with >=300Mbit/s download speed,Number of premises with 0<2Mbit/s download speed,Number of premises with 2<5Mbit/s download speed,Number of premises with 5<10Mbit/s download speed,Number of premises with 10<30Mbit/s download speed
E14000626,CHATHAM AND AYLESFORD,44437,44389,98.6,87.8,85.1,23.2,82.4,0,0.1,0.5,1.3,0,99.2,43797,39026,37829,14,58,217,592,10289,36621,10,44061,3249,13.4,85.1,7.3,0,0.1,0.4,0.8,5968,37829,14,44,159,375
E14000627,CHEADLE,43059,42995,98.5,88.9,88.9,34.7,88.9,0,0,0,1.3,0,99.3,42431,38294,38294,0,7,11,564,14920,38282,4,42757,4387,9.6,88.9,10.2,0,0,0,1.3,4137,38294,0,7,4,553
E14000628,CHELMSFORD,52567,52436,98.4,88,86.1,60.3,83.4,0,0,0,1.4,0,98.7,51725,46267,45236,0,7,12,711,31708,43845,0,51884,18,12.3,86.1,0,0,0,0,1.3,6489,45236,0,7,5,699
E14000629,CHELSEA AND FULHAM,61144,60592,96.4,83.6,77.4,47.6,70.2,0,0,0,2.7,0,96.4,58966,51143,47312,0,0,3,1626,29114,42902,2,58967,0,19.1,77.4,0,0,0,0,2.7,11654,47312,0,0,3,1623
E14000630,CHELTENHAM,54677,54589,99.1,82.7,78,35.7,73.5,0,0.1,0.2,0.7,0,99.3,54180,45215,42626,2,43,97,409,19544,40186,4,54286,0,21.1,78,0,0,0.1,0.1,0.6,11554,42626,2,41,54,312
E14000631,CHESHAM AND AMERSHAM,42530,42407,96.5,63.6,63.2,24.6,62.9,0,0.2,0.3,3.2,0,99.4,41062,27069,26863,14,65,117,1345,10481,26732,21,42272,0,33.4,63.2,0,0,0.1,0.1,2.9,14199,26863,14,51,52,1228
E14000632,CHESTERFIELD,48856,48700,97.4,57,57,23.8,56.9,0,0,0.2,2.2,0,99,47602,27838,27838,0,5,92,1098,11620,27782,8,48377,0,40.5,57,0,0,0,0.2,2.1,19764,27838,0,5,87,1006
E14000633,CHICHESTER,58357,57960,93,35.4,33.4,31.8,31.9,0.3,0.7,1.3,6.3,0.5,98.8,54292,20658,19473,167,390,762,3668,18577,18598,302,57685,0,59.7,33.4,0,0.3,0.4,0.6,5,34819,19473,167,223,372,2906
E14000634,CHINGFORD AND WOODFORD GREEN,39934,39850,97.2,87.1,86.7,40.9,85.9,0,0,0.8,2.6,0,97.4,38798,34776,34616,0,0,301,1052,16347,34290,4,38899,0,10.5,86.7,0,0,0,0.8,1.9,4182,34616,0,0,301,751
E14000635,CHIPPENHAM,48229,48089,96.4,60.9,59,41.7,57.8,0.1,0.2,0.5,3.3,0,99,46481,29394,28462,46,114,244,1608,20113,27887,24,47747,0,37.4,59,0,0.1,0.1,0.3,2.8,18019,28462,46,68,130,1364
E14000636,CHIPPING BARNET,49437,49343,97.5,65.3,61.3,51.2,58.1,0,0,0.2,2.3,0,98.4,48192,32264,30301,0,5,79,1151,25308,28743,1,48626,0,36.2,61.3,0,0,0,0.1,2.2,17891,30301,0,5,74,1072
E14000637,CHORLEY,50290,50198,96.6,73.3,71.1,45.6,69.1,0,0.2,0.5,3.2,0,99.2,48600,36859,35769,8,97,264,1598,22937,34773,11,49893,16993,25.5,71.1,33.8,0,0.2,0.3,2.7,12831,35769,8,89,167,1334
E14000638,CHRISTCHURCH,44447,44311,96.2,59.9,59.9,38.3,59.8,0,0.1,0.2,3.5,0.1,99.5,42775,26622,26622,19,52,71,1536,17020,26572,28,44221,19,36.3,59.9,0,0,0.1,0,3.3,16153,26622,19,33,19,1465
E14000639,CITIES OF LONDON AND WESTMINSTER,112530,111358,82.4,69.1,68.9,65.4,68.4,0,0,0,16.5,0,82.4,92752,77729,77522,0,1,33,18606,73635,76998,5,92776,1,13.5,68.9,0,0,0,0,16.5,15230,77522,0,1,32,18573
E14000640,CITY OF CHESTER,49280,49153,96.3,57.2,45.4,36.8,36.8,0.1,0.2,0.7,3.5,0,98.3,47441,28197,22375,31,95,324,1712,18123,18130,12,48435,24,50.9,45.4,0,0.1,0.1,0.5,2.8,25066,22375,31,64,229,1388
E14000641,CITY OF DURHAM,45626,45441,96.4,55.6,55.5,55.3,55.3,0.1,0.1,0.2,3.2,0,99,44002,25379,25300,33,65,105,1439,25241,25241,16,45175,0,41,55.5,0,0.1,0.1,0.1,2.9,18702,25300,33,32,40,1334
E14000642,CLACTON,48034,47743,98.4,8.5,8.5,8.5,8.5,0.1,0.1,0.1,1,0,99.3,47271,4065,4065,28,35,46,472,4065,4065,12,47710,1344,89.9,8.5,2.8,0.1,0,0,0.9,43206,4065,28,7,11,426
E14000643,CLEETHORPES,45491,45392,94.6,76.3,76.3,13.5,76.2,0.2,1.6,2.3,5.1,0.4,96.9,43055,34706,34706,111,713,1061,2337,6149,34674,192,44061,10442,18.4,76.3,23,0.2,1.3,0.8,2.8,8349,34706,111,602,348,1276
E14000644,COLCHESTER,57445,56856,97.5,75.7,75.6,13.1,75.6,0,0,0.2,1.5,0.3,97.9,55992,43488,43432,5,9,102,864,7503,43412,196,56256,29628,21.9,75.6,51.6,0,0,0.2,1.3,12560,43432,5,4,93,762
E14000645,COLNE VALLEY,53817,53640,95.5,62.1,62.1,36.2,62.1,0.1,0.5,1.2,4.1,0,98.3,51416,33446,33446,70,250,643,2224,19482,33399,18,52907,9338,33.4,62.1,17.4,0.1,0.3,0.7,2.9,17970,33446,70,180,393,1581
E14000646,CONGLETON,51056,50898,95.7,62.4,57.5,53.8,53.8,0.1,0.3,0.7,4,0.1,99.1,48873,31844,29360,44,167,355,2025,27470,27485,44,50609,0,38.2,57.5,0,0.1,0.2,0.4,3.3,19513,29360,44,123,188,1670
E14000647,COPELAND,42488,42348,94,2.9,2.9,2.9,2.9,0.5,1,1.7,5.7,1.1,98.9,39927,1222,1222,199,440,738,2421,1222,1222,467,42003,34,91.1,2.9,0.1,0.5,0.6,0.7,4,38705,1222,199,241,298,1683
E14000648,CORBY,58460,58280,98.3,72.2,72.2,34,72.1,0,0.3,0.4,1.4,0.2,99,57481,42182,42182,27,160,261,799,19882,42172,144,57890,0,26.2,72.2,0,0,0.2,0.2,0.9,15299,42182,27,133,101,538
E14000649,COVENTRY NORTH EAST,53708,53654,99,97.3,97.3,95.1,97.3,0,0.1,0.5,0.9,0,99.1,53193,52242,52242,0,63,268,461,51054,52235,2,53209,0,1.8,97.3,0,0,0.1,0.4,0.4,951,52242,0,63,205,193
E14000650,COVENTRY NORTH WEST,47691,47533,99.1,97.7,97.7,95.8,97.4,0,0.1,0.2,0.6,0,99.1,47253,46586,46586,2,38,85,280,45668,46474,6,47275,0,1.4,97.7,0,0,0.1,0.1,0.4,667,46586,2,36,47,195
E14000651,COVENTRY SOUTH,49293,49124,97.7,95.3,95.3,93.9,95.2,0,0.4,0.7,2,0,97.8,48140,46963,46961,0,178,363,984,46304,46947,13,48184,0,2.4,95.3,0,0,0.4,0.4,1.3,1179,46961,0,178,185,621
E14000652,CRAWLEY,50128,49877,98.5,87.2,87.2,25.4,86.6,0,0.1,0.2,1,0.4,98.9,49380,43720,43720,21,44,111,497,12731,43410,190,49591,0,11.3,87.2,0,0,0,0.1,0.8,5660,43720,21,23,67,386
E14000653,CREWE AND NANTWICH,55077,54902,96.8,54.1,45.5,39,39,0,0.2,0.5,2.9,0.1,99.1,53317,29797,25033,13,118,273,1585,21504,21504,58,54561,1076,51.4,45.5,2,0,0.2,0.3,2.4,28284,25033,13,105,155,1312
E14000654,CROYDON CENTRAL,57024,56834,96.2,84.4,84.4,35.5,81.2,0,0,0,3.5,0,96.7,54862,48102,48102,2,7,11,1972,20228,46286,5,55156,0,11.9,84.4,0,0,0,0,3.4,6760,48102,2,5,4,1961
E14000655,CROYDON NORTH,62302,62168,96.8,90.7,90.7,61.7,89.8,0,0,0.3,3,0,96.9,60302,56533,56530,0,2,182,1866,38458,55921,10,60341,0,6.1,90.7,0,0,0,0.3,2.7,3772,56530,0,2,180,1684
E14000656,CROYDON SOUTH,51581,51413,95.9,83.2,83.2,31.4,81.7,0,0.1,0.5,3.8,0,96.9,49477,42911,42911,2,64,242,1936,16218,42124,2,49982,0,12.7,83.2,0,0,0.1,0.3,3.3,6566,42911,2,62,178,1694
E14000657,DAGENHAM AND RAINHAM,45698,45658,97.8,89,88.9,38.9,88.8,0,0.4,1.2,2.1,0.3,98,44715,40673,40608,22,191,540,943,17766,40561,149,44792,0,9,88.9,0,0,0.4,0.8,0.9,4107,40608,22,169,349,403
E14000658,DARLINGTON,48217,48091,98.3,91.9,91.7,17.9,91.5,0.1,0.7,1,1.5,0.2,98.4,47374,44318,44232,72,327,470,717,8640,44129,82,47445,4238,6.5,91.7,8.8,0.1,0.5,0.3,0.5,3142,44232,72,255,143,247
E14000659,DARTFORD,53318,53267,97,74.2,72.7,41,71.2,0.1,0.3,0.6,2.9,0,98.7,51707,39544,38737,38,177,339,1560,21861,37938,8,52635,0,24.3,72.7,0,0.1,0.3,0.3,2.3,12970,38737,38,139,162,1221
E14000660,DAVENTRY,47600,47457,96.8,78,75.7,73.3,74,0.4,0.7,1.1,2.9,0.2,98.3,46062,37107,36038,211,327,540,1395,34879,35228,111,46811,350,21.1,75.7,0.7,0.4,0.2,0.4,1.8,10024,36038,211,116,213,855
E14000661,DENTON AND REDDISH,43972,43827,98.4,88.9,87.4,18.1,84.5,0,0.1,0.2,1.3,0,99.2,43271,39082,38425,0,27,66,556,7939,37172,1,43604,0,11,87.4,0,0,0.1,0.1,1.1,4846,38425,0,27,39,490
E14000662,DERBY NORTH,49137,48631,98.7,95.1,94.6,66.3,94.1,0,0,0.1,0.3,0,98.8,48488,46741,46467,1,9,60,143,32588,46220,8,48552,0,4.1,94.6,0,0,0,0.1,0.2,2021,46467,1,8,51,83
E14000663,DERBY SOUTH,52714,52550,98.7,95.8,95.3,71.8,94.9,0,0.1,0.2,1,0,98.7,52006,50498,50249,0,28,87,544,37859,50035,12,52041,0,3.3,95.3,0,0,0.1,0.1,0.9,1757,50249,0,28,59,457
E14000664,DERBYSHIRE DALES,42641,42382,90.4,17.4,17.4,17.3,17.3,0.6,1.5,2.9,9,0.9,96.7,38538,7429,7410,235,619,1249,3844,7368,7373,364,41242,0,73,17.4,0,0.6,0.9,1.5,6.1,31128,7410,235,384,630,2595
E14000665,DEVIZES,46126,46015,94,30,30,13.1,29.9,0.2,0.8,1.6,5.8,0.5,98.8,43348,13819,13819,73,357,729,2667,6028,13810,222,45570,0,64,30,0,0.2,0.6,0.8,4.2,29529,13819,73,284,372,1938
E14000666,DEWSBURY,49364,49237,97.7,77.2,77.2,50.5,77.2,0,0.1,0.2,2.1,0,98.9,48219,38116,38116,3,35,78,1018,24915,38101,4,48815,8836,20.5,77.2,17.9,0,0.1,0.1,1.9,10103,38116,3,32,43,940
E14000667,DON VALLEY,47745,47629,97.5,55.9,55.9,42.7,55.8,0.1,0.2,0.8,2.2,0,98.8,46572,26679,26679,40,112,381,1057,20366,26652,19,47184,6447,41.7,55.9,13.5,0.1,0.2,0.6,1.4,19893,26679,40,72,269,676
E14000668,DONCASTER CENTRAL,53574,53419,98.6,84.6,84.6,82.4,84.3,0,0.1,0.3,1.1,0.1,98.9,52843,45327,45327,3,49,155,576,44137,45183,28,52968,10876,14,84.6,20.3,0,0.1,0.2,0.8,7516,45327,3,46,106,421
E14000669,DONCASTER NORTH,47653,47579,98.2,61.1,60.8,38.6,58.5,0.1,0.3,0.4,1.7,0,99.3,46785,29125,28963,60,149,187,794,18382,27861,16,47330,1710,37.4,60.8,3.6,0.1,0.2,0.1,1.3,17822,28963,60,89,38,607
E14000670,DOVER,49388,49282,95.4,63,63,33.4,63,0.3,0.6,1,4.4,0.1,98.7,47095,31097,31097,145,278,479,2187,16513,31095,60,48750,14705,32.4,63,29.8,0.3,0.3,0.4,3.5,15998,31097,145,133,201,1708
E14000671,DUDLEY NORTH,37905,37853,98.9,90.3,89.2,1.9,85.6,0,0,0,0.9,0,99.3,37498,34245,33810,0,2,12,355,720,32457,4,37653,2521,9.7,89.2,6.7,0,0,0,0.9,3688,33810,0,2,10,343
E14000672,DUDLEY SOUTH,38960,38810,98.7,90.4,89.3,5.5,87.2,0,0,0.1,0.9,0,98.9,38462,35230,34798,0,8,31,348,2144,33978,11,38535,3784,9.4,89.3,9.7,0,0,0.1,0.8,3664,34798,0,8,23,317
E14000673,DULWICH AND WEST NORWOOD,52708,52439,97.6,85.2,84.2,31.4,73.5,0,0,0,1.9,0,97.7,51461,44906,44376,0,0,0,978,16551,38736,4,51474,0,13.4,84.2,0,0,0,0,1.9,7085,44376,0,0,0,978
E14000674,EALING CENTRAL AND ACTON,63053,62706,97.6,85.1,84.7,20.8,83,0,0,0.5,1.8,0,97.6,61541,53651,53429,1,20,301,1165,13090,52312,6,61546,0,12.9,84.7,0,0,0,0.4,1.4,8112,53429,1,19,281,864
E14000675,EALING NORTH,50350,50267,99,89.6,89,26.8,87.9,0,0,0.4,0.8,0,99.1,49864,45134,44836,0,17,213,403,13485,44265,3,49891,0,10,89,0,0,0,0.4,0.4,5028,44836,0,17,196,190
E14000676,"EALING, SOUTHALL",39802,39662,98.8,79.7,79.7,52.1,79.3,0,0.1,0.4,0.8,0,98.8,39328,31728,31710,0,31,167,334,20752,31551,3,39331,0,19.1,79.7,0,0,0.1,0.3,0.4,7618,31710,0,31,136,167
E14000677,EASINGTON,41895,41787,97.9,79.8,77.6,74.7,75.7,0.1,0.2,0.3,1.9,0,99.6,41011,33429,32526,22,95,128,776,31298,31726,14,41730,0,20.3,77.6,0,0.1,0.2,0.1,1.5,8485,32526,22,73,33,648
E14000678,EAST DEVON,56250,56092,94.9,68.5,67.6,62.4,67.1,0.2,0.7,1.3,4.8,0.2,98.2,53405,38544,38044,110,367,757,2687,35081,37768,100,55240,14627,27.3,67.6,26,0.2,0.5,0.7,3.4,15361,38044,110,257,390,1930
E14000679,EAST HAM,57681,57566,98.2,89.1,86.2,72.1,82.4,0.1,0.2,0.6,1.6,0,98.2,56630,51394,49739,31,98,363,936,41613,47504,20,56636,0,11.9,86.2,0,0.1,0.1,0.5,1,6891,49739,31,67,265,573
E14000680,EAST HAMPSHIRE,48875,48084,92.1,52.2,50.1,37.1,48.3,0.2,0.4,1,6.3,0.3,96.2,44992,25492,24478,79,219,512,3092,18114,23591,147,47022,0,42,50.1,0,0.2,0.3,0.6,5.3,20514,24478,79,140,293,2580
E14000681,EAST SURREY,50976,50876,95.7,69.2,68.4,27.8,67.8,0.1,0.4,0.7,4.1,0.1,99.5,48782,35261,34850,39,180,362,2094,14180,34564,54,50714,0,27.3,68.4,0,0.1,0.3,0.4,3.4,13932,34850,39,141,182,1732
E14000682,EAST WORTHING AND SHOREHAM,45503,45415,99,92.6,92.6,65.4,92,0,0,0.1,0.8,0,99.5,45067,42133,42132,2,8,54,348,29741,41877,8,45296,0,6.5,92.6,0,0,0,0.1,0.6,2935,42132,2,6,46,294
E14000683,EAST YORKSHIRE,54052,53955,96.5,73.1,72.2,71.6,71.6,0.5,1,1.6,3.4,0.2,99.2,52139,39498,39011,273,559,886,1816,38691,38692,127,53630,20656,24.3,72.2,38.2,0.5,0.5,0.6,1.7,13128,39011,273,286,327,930
E14000684,EASTBOURNE,55152,55078,99.5,51.1,51.1,51.1,51.1,0,0,0.1,0.4,0,99.6,54865,28202,28202,0,5,42,213,28202,28202,1,54943,0,48.3,51.1,0,0,0,0.1,0.3,26663,28202,0,5,37,171
E14000685,EASTLEIGH,52701,52599,97.3,79.3,76.8,26.9,75.3,0,0,0.3,2.5,0,98.9,51297,41782,40449,0,10,133,1302,14164,39695,2,52113,0,20.6,76.8,0,0,0,0.2,2.2,10848,40449,0,10,123,1169
E14000686,EDDISBURY,45801,45670,91.5,65.2,60.9,62.8,62.8,0.6,2,3.2,8.2,0.5,98,41923,29846,27903,286,894,1449,3747,28776,28776,218,44899,2453,30.6,60.9,5.4,0.6,1.3,1.2,5,14020,27903,286,608,555,2298
E14000687,EDMONTON,45833,45411,96.8,89.7,89.3,5.4,88.8,0,0.3,1.3,2.3,0,96.8,44368,41130,40951,16,145,588,1043,2488,40704,2,44387,0,7.5,89.3,0,0,0.3,1,1,3417,40951,16,129,443,455
E14000688,ELLESMERE PORT AND NESTON,44557,44495,98.6,86.2,86.1,70.9,85.4,0.1,0.1,0.1,1.3,0,99.7,43925,38392,38384,23,38,64,570,31602,38046,9,44433,0,12.4,86.1,0,0.1,0,0.1,1.1,5541,38384,23,15,26,506
E14000689,ELMET AND ROTHWELL,49165,49091,96.4,77.8,77,70.1,76.2,0.1,0.4,0.9,3.4,0.2,98.5,47403,38274,37835,44,219,422,1688,34468,37462,94,48415,3008,19.5,77,6.1,0.1,0.4,0.4,2.6,9568,37835,44,175,203,1266
E14000690,ELTHAM,40692,40648,99.5,91.7,90.2,52.4,88.6,0,0,0,0.4,0,99.6,40497,37326,36709,0,9,14,151,21319,36062,0,40526,0,9.3,90.2,0,0,0,0,0.3,3788,36709,0,9,5,137
E14000691,ENFIELD NORTH,45300,44790,97.1,90.2,89.7,6,88.9,0.1,0.2,1,1.8,0,97.6,43984,40845,40633,26,93,445,806,2739,40256,4,44192,0,7.4,89.7,0,0.1,0.1,0.8,0.8,3351,40633,26,67,352,361
E14000692,"ENFIELD, SOUTHGATE",43559,43082,97.2,84.6,83.3,3.8,81.9,0,0,0.2,1.7,0,97.7,42342,36853,36286,1,20,87,740,1645,35655,18,42548,0,13.9,83.3,0,0,0,0.2,1.5,6056,36286,1,19,67,653
E14000693,EPPING FOREST,46221,46094,98.2,86.5,85.1,42.2,83.3,0,0.2,0.5,1.6,0,99.2,45366,39961,39319,22,110,241,728,19502,38504,21,45845,371,13.1,85.1,0.8,0,0.2,0.3,1.1,6047,39319,22,88,131,487
E14000694,EPSOM AND EWELL,46205,46150,99.3,90.8,90.7,65.3,90,0,0.1,0.1,0.5,0,99.7,45901,41940,41896,0,52,58,249,30160,41571,22,46062,0,8.7,90.7,0,0,0.1,0,0.4,4005,41896,0,52,6,191
E14000695,EREWASH,47870,47675,98.9,85.6,85,37.5,84.4,0,0.1,0.1,0.7,0,99.5,47326,40977,40710,14,36,66,349,17962,40410,5,47643,0,13.8,85,0,0,0,0.1,0.6,6616,40710,14,22,30,283
E14000696,ERITH AND THAMESMEAD,46568,46495,98.9,87,86.3,60.1,85.5,0,0.2,0.5,0.9,0,99,46076,40521,40165,2,81,254,419,27977,39826,5,46093,1,12.7,86.3,0,0,0.2,0.4,0.4,5911,40165,2,79,173,165
E14000697,ESHER AND WALTON,50631,50532,98.7,86.2,85,37.1,84,0,0,0.1,1.1,0,99.3,49978,43645,43036,1,16,45,554,18804,42553,0,50261,0,13.7,85,0,0,0,0.1,1,6942,43036,1,15,29,509
E14000698,EXETER,52314,52047,96.9,89.7,89.7,69.3,89.4,0,0.1,0.6,2.6,0,97.3,50700,46918,46918,16,53,330,1347,36239,46775,11,50876,16948,7.2,89.7,32.4,0,0.1,0.5,1.9,3782,46918,16,37,277,1017
E14000699,FAREHAM,46448,46340,98,85.5,83,10.4,80,0.1,0.2,0.4,1.8,0,99.3,45510,39703,38539,46,89,173,830,4840,37147,3,46122,0,15,83,0,0.1,0.1,0.2,1.4,6971,38539,46,43,84,657
E14000700,FAVERSHAM AND MID KENT,47280,46893,91.8,67.3,66.4,44.7,65.4,0.6,1.4,2.5,7.4,0.6,98.1,43388,31833,31394,303,659,1191,3505,21134,30913,293,46397,9280,25.4,66.4,19.6,0.6,0.8,1.1,4.9,11994,31394,303,356,532,2314
E14000701,FELTHAM AND HESTON,45470,45374,97.5,88.4,88.4,42.6,88.4,0,0.1,0.5,2.3,0,97.6,44350,40200,40200,4,57,224,1024,19350,40193,3,44384,0,9.1,88.4,0,0,0.1,0.4,1.8,4150,40200,4,53,167,800
E14000702,FILTON AND BRADLEY STOKE,47102,47015,98.3,83.9,83.5,18.5,81.9,0,0.1,0.6,1.6,0,99,46282,39498,39341,11,53,302,733,8695,38567,12,46615,0,14.7,83.5,0,0,0.1,0.5,0.9,6941,39341,11,42,249,431
E14000703,FINCHLEY AND GOLDERS GREEN,53857,53691,97.9,70.7,67.4,19.8,63.8,0,0,0,1.8,0,98.6,52739,38083,36289,0,1,11,952,10679,34371,1,53120,0,30.5,67.4,0,0,0,0,1.7,16450,36289,0,1,10,941
E14000704,FOLKESTONE AND HYTHE,57682,57303,93.3,56.6,56.5,26.9,56.4,0.6,1.3,2.4,6,0.2,97.4,53814,32650,32589,374,754,1373,3489,15541,32560,132,56205,7975,36.8,56.5,13.8,0.6,0.7,1.1,3.7,21225,32589,374,380,619,2116
E14000705,FOREST OF DEAN,44376,44172,85.1,41.1,39.3,38.2,38.2,0.3,2.3,5.6,14.4,1.1,90.8,37764,18235,17460,150,1007,2503,6408,16966,16967,472,40272,596,45.8,39.3,1.3,0.3,1.9,3.4,8.8,20304,17460,150,857,1496,3905
E14000706,FYLDE,40060,39966,97.7,82.8,81.1,58.5,79.8,0.1,0.3,0.6,2.1,0,99.5,39121,33164,32492,30,114,236,845,23446,31972,4,39859,8628,16.5,81.1,21.5,0.1,0.2,0.3,1.5,6629,32492,30,84,122,609
E14000707,GAINSBOROUGH,48601,48311,86.9,38.5,36.7,25.9,35.8,2,4.2,5.9,12.5,1.3,97.4,42223,18703,17840,949,2054,2886,6088,12601,17388,636,47315,15008,50.2,36.7,30.9,2,2.3,1.7,6.6,24383,17840,949,1105,832,3202
E14000708,GARSTON AND HALEWOOD,47292,47236,99.1,92.4,92.4,77.5,79.1,0,0,0.2,0.8,0,99.7,46861,43685,43685,1,13,76,375,36653,37430,4,47129,0,6.7,92.4,0,0,0,0.1,0.6,3176,43685,1,12,63,299
E14000709,GATESHEAD,48908,48668,97.5,88,86.5,6,84.7,0,0.1,0.4,2.1,0.1,97.6,47662,43047,42307,0,26,210,1006,2928,41437,59,47747,0,10.9,86.5,0,0,0.1,0.4,1.6,5355,42307,0,26,184,796
E14000710,GEDLING,45677,45588,99.5,95.3,95.1,76.1,94.6,0,0.1,0.1,0.3,0,99.7,45456,43511,43443,2,24,31,132,34767,43231,4,45551,354,4.4,95.1,0.8,0,0,0,0.2,2013,43443,2,22,7,101
E14000711,GILLINGHAM AND RAINHAM,44619,44575,99,94.7,93.9,79.7,92.7,0,0.1,0.2,0.9,0,99.7,44178,42236,41893,0,29,68,397,35544,41351,2,44473,3137,5.1,93.9,7,0,0.1,0.1,0.7,2285,41893,0,29,39,329
E14000712,GLOUCESTER,56554,56533,98.9,91.3,91.3,33,90.9,0,0.2,0.4,1.1,0,99.3,55931,51657,51657,0,128,201,602,18667,51403,4,56142,2,7.6,91.3,0,0,0.2,0.1,0.7,4274,51657,0,128,73,401
E14000713,GOSPORT,45675,45605,99.5,87.8,87.6,4.3,87.5,0,0,0,0.4,0,99.8,45436,40080,40032,4,17,18,169,1975,39944,0,45579,0,11.8,87.6,0,0,0,0,0.3,5404,40032,4,13,1,151
E14000714,GRANTHAM AND STAMFORD,55223,55035,94.7,70,68.8,38.7,67.3,1,1.4,1.9,5,0.3,98.8,52273,38632,38004,545,775,1049,2762,21344,37178,162,54541,1,25.8,68.8,0,1,0.4,0.5,3.1,14269,38004,545,230,274,1713
E14000715,GRAVESHAM,46125,45983,97.1,80.9,77.4,42.9,73.2,0.1,0.3,0.4,2.6,0.1,98.8,44800,37330,35689,26,125,177,1183,19779,33750,50,45584,0,19.8,77.4,0,0.1,0.2,0.1,2.2,9111,35689,26,99,52,1006
E14000716,GREAT GRIMSBY,41135,41054,97.8,91.3,91.3,2.3,90.4,0,0.1,0.4,2,0.1,98.2,40235,37544,37544,1,35,152,819,950,37179,30,40398,4045,6.5,91.3,9.8,0,0.1,0.3,1.6,2691,37544,1,34,117,667
E14000717,GREAT YARMOUTH,49787,49639,97.9,60.1,60.1,17.1,60.1,0,0.1,0.3,1.8,0.1,99.4,48733,29935,29935,11,59,133,906,8496,29934,45,49493,1,37.8,60.1,0,0,0.1,0.1,1.6,18798,29935,11,48,74,773
E14000718,GREENWICH AND WOOLWICH,65578,65228,97.6,80.7,78.8,35.6,77.5,0,0.3,0.5,1.8,0,97.8,64022,52939,51677,0,223,351,1206,23364,50854,2,64108,0,18.8,78.8,0,0,0.3,0.2,1.3,12345,51677,0,223,128,855
E14000719,GUILDFORD,47702,47660,96.4,76,72.6,19.6,70.5,0.2,0.4,0.9,3.5,0.2,98.7,45975,36243,34644,81,203,451,1685,9360,33624,72,47098,0,23.8,72.6,0,0.2,0.3,0.5,2.6,11331,34644,81,122,248,1234
E14000720,HACKNEY NORTH AND STOKE NEWINGTON,60371,60124,98,85.1,82.5,25.1,78.7,0,0,0.2,1.6,0,98.1,59176,51360,49834,0,0,100,948,15163,47518,0,59200,0,15.5,82.5,0,0,0,0.2,1.4,9342,49834,0,0,100,848
E14000721,HACKNEY SOUTH AND SHOREDITCH,67824,66744,95.9,74.3,69.7,48.6,67.2,0,0,0.3,2.5,0.4,95.9,65017,50377,47300,0,1,230,1727,32955,45573,239,65044,0,26.1,69.7,0,0,0,0.3,2.2,17717,47300,0,1,229,1497
E14000722,HALESOWEN AND ROWLEY REGIS,42352,42256,99.3,93.3,91.6,16.2,87.9,0,0,0.1,0.4,0,99.5,42074,39502,38808,0,4,30,182,6877,37220,1,42141,3,7.7,91.6,0,0,0,0.1,0.4,3266,38808,0,4,26,152
E14000723,HALIFAX,51476,51394,97.5,71.7,71.6,20.6,71.4,0,0.1,0.2,2.3,0,98.7,50198,36887,36835,1,63,101,1196,10597,36765,2,50788,27622,26,71.6,53.7,0,0.1,0.1,2.1,13363,36835,1,62,38,1095
E14000724,HALTEMPRICE AND HOWDEN,43310,42980,97,79.8,79.8,79.8,79.8,0.4,0.7,0.9,2.3,0.1,98.8,42002,34558,34558,172,309,410,978,34557,34558,40,42772,10800,17.2,79.8,24.9,0.4,0.3,0.2,1.3,7444,34558,172,137,101,568
E14000725,HALTON,47570,47447,98.1,69,68.6,3.9,67.3,0,0.1,0.2,1.7,0,99.4,46656,32839,32649,1,30,93,791,1841,32005,0,47296,0,29.4,68.6,0,0,0.1,0.1,1.5,14007,32649,1,29,63,698
E14000726,HAMMERSMITH,60121,59561,96.2,88.5,85.3,65.1,81.2,0,0.1,0.3,2.9,0,96.2,57825,53184,51298,2,57,159,1736,39141,48804,6,57836,0,10.9,85.3,0,0,0.1,0.2,2.6,6527,51298,2,55,102,1577
E14000727,HAMPSTEAD AND KILBURN,66483,66241,99.1,89.9,89.7,63.3,88.6,0,0,0,0.5,0,99.1,65897,59765,59662,0,0,4,344,42097,58887,1,65900,3,9.4,89.7,0,0,0,0,0.5,6235,59662,0,0,4,340
