Country,Metric,Geography level,Unit,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Romania,HSPA,Total,Households,"  7,460,642 ","  7,457,451 ","  7,465,448 ","  7,479,831 ","  7,480,849 ","  7,480,849 ",#N/A,#N/A,#N/A,#N/A,#N/A
Slovakia,Land area,Total,km squared,"  49,036 ","  49,036 ","  49,036 ","  49,036 ","  49,036 ","  49,036 ","  49,036 ","  49,036 ","  49,036 ","  49,036 ","  49,034 "
Slovakia,Population,Total,###,"  5,404,322 ","  5,419,523 ","  5,415,949 ","  5,421,349 ","  5,421,349 ","  5,435,343 ","  5,443,120 ","  5,443,120 ","  5,457,873 ","  5,459,781 ","  5,449,270 "
Slovakia,Households,Total,###,"  1,935,538 ","  1,935,538 ","  1,936,197 ","  1,936,196 ","  1,937,947 ","  1,941,194 ","  1,936,352 ","  1,936,352 ","  1,693,086 ","  1,693,998 ","  1,833,150 "
Slovakia,Broadband coverage (>2Mbps),Total,Households,"  1,473,322 ","  1,673,721 ","  1,670,406 ","  1,696,979 ","  1,692,414 ","  1,714,074 ","  1,797,029 ","  1,885,941 ",#N/A,#N/A,#N/A
Slovakia,Broadband coverage (>30Mbps),Total,Households,"  888,412 ","  944,543 ","  1,043,610 ","  1,244,944 ","  1,356,274 ","  1,405,450 ","  1,372,948 ","  1,435,055 ","  1,393,409 ","  1,403,167 ","  1,785,488 "
Slovakia,Broadband coverage (>100Mbps),Total,Households,"  627,114 ","  694,858 ","  871,289 ","  948,736 ","  1,029,066 ","  1,062,187 ","  1,109,305 ","  1,199,071 ","  1,276,792 ","  1,358,659 ","  1,553,262 "
Slovakia,Broadband coverage (>1Gbps),Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  372,460 ","  414,181 ","  474,860 ","  682,967 ","  1,116,384 "
Slovakia,Broadband coverage (>1Gbps upload and download),Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Slovakia,Fixed broadband coverage,Total,Households,"  1,674,564 ","  1,680,357 ","  1,671,497 ","  1,704,230 ","  1,710,871 ","  1,719,360 ","  1,797,921 ","  1,886,426 ","  1,649,404 ","  1,650,651 ","  1,785,711 "
Slovakia,NGA coverage,Total,Households,"  911,394 ","  978,218 ","  1,054,149 ","  1,257,520 ","  1,359,791 ","  1,408,837 ","  1,426,628 ","  1,456,458 ","  1,426,763 ","  1,429,606 ","  1,553,262 "
Slovakia,Fixed VHCN coverage (FTTP & DOCSIS 3.1),Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  880,769 ","  972,323 ","  1,129,119 ","  1,208,006 ","  1,267,105 "
Slovakia,VHCN coverage (as defined by BEREC),Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  1,267,105 "
Slovakia,DSL,Total,Households,"  1,364,591 ","  1,372,068 ","  1,377,693 ","  1,403,891 ","  1,445,928 ","  1,494,719 ","  1,490,991 ","  1,491,490 ","  1,210,860 ","  1,133,993 ","  1,024,229 "
Slovakia,VDSL,Total,Households,"  200,168 ","  226,362 ","  327,952 ","  556,120 ","  699,577 ","  766,905 ","  760,629 ","  760,629 ","  977,290 ","  926,217 ","  829,204 "
Slovakia,VDSL 2 Vectoring,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,  - ,"  406,708 ","  565,309 ","  542,916 ","  486,461 "
Slovakia,FTTP,Total,Households,"  570,974 ","  619,372 ","  699,348 ","  764,969 ","  799,403 ","  833,016 ","  857,810 ","  952,308 ","  1,054,533 ","  1,133,179 ","  1,176,608 "
Slovakia,Cable modem DOCSIS 3.0,Total,Households,"  480,671 ","  491,329 ","  489,308 ","  539,238 ","  574,773 ","  582,986 ","  623,394 ","  636,669 ","  667,011 ","  689,606 ","  693,779 "
Slovakia,Cable modem DOCSIS 3.1,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  166,210 ","  188,432 ","  294,705 ","  298,593 ","  299,786 "
Slovakia,FWA,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  1,513,131 ","  1,836,499 ","  1,605,870 ","  1,607,304 ","  1,738,272 "
Slovakia,LTE,Total,Households,"  464,793 ","  1,009,682 ","  1,184,982 ","  1,748,438 ","  1,865,993 ","  1,890,207 ","  1,905,370 ","  1,905,370 ","  1,665,996 ","  1,605,594 ",#N/A
Slovakia,Average LTE coverage,Total,Households,#N/A,#N/A,#N/A,"  1,372,824 ","  1,579,955 ","  1,681,559 ","  1,718,512 ","  1,734,971 ","  1,538,592 ",#N/A,#N/A
Slovakia,5G,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,  - ,"  233,080 ","  937,529 ","  1,448,756 "
Slovakia,5G in the 3.4–3.8 GHz band,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  663,620 ","  870,934 "
Slovakia,Satellite,Total,Households,"  1,935,538 ","  1,935,538 ","  1,936,197 ","  1,936,196 ","  1,937,947 ","  1,941,194 ","  1,936,352 ","  1,936,352 ","  1,693,086 ","  1,693,998 ","  1,833,150 "
Slovakia,Overall broadband coverage,Total,Households,"  1,805,542 ","  1,856,186 ","  1,857,254 ","  1,857,286 ","  1,902,340 ","  1,915,700 ",#N/A,#N/A,#N/A,#N/A,#N/A
Slovakia,DOCSIS 3.0 & FTTP coverage,Total,Households,#N/A,#N/A,#N/A,#N/A,"  1,041,952 ","  1,076,835 ",#N/A,#N/A,#N/A,#N/A,#N/A
Slovakia,Cable modem,Total,Households,"  536,819 ","  550,452 ","  556,770 ","  589,005 ","  585,231 ","  581,665 ",#N/A,#N/A,#N/A,#N/A,#N/A
Slovakia,WiMAX,Total,Households,"  966,097 ","  970,272 ","  967,452 ","  967,452 ","  967,555 ","  968,377 ",#N/A,#N/A,#N/A,#N/A,#N/A
Slovakia,HSPA,Total,Households,"  1,666,425 ","  1,763,101 ","  1,778,312 ","  1,756,025 ","  1,788,529 ","  1,875,313 ",#N/A,#N/A,#N/A,#N/A,#N/A
Slovenia,Land area,Total,km squared,"  20,273 ","  20,273 ","  20,273 ","  20,274 ","  20,275 ","  20,275 ","  20,275 ","  20,275 ","  20,275 ","  20,275 ","  20,271 "
Slovenia,Population,Total,###,"  2,055,496 ","  2,058,821 ","  2,061,085 ","  2,061,292 ","  2,059,443 ","  2,059,875 ","  2,054,115 ","  2,052,602 ","  2,046,668 ","  2,108,977 ","  2,048,290 "
Slovenia,Households,Total,###,"  822,199 ","  823,529 ","  824,434 ","  838,961 ","  853,169 ","  868,881 ","  870,099 ","  869,812 ","  689,643 ","  692,761 ","  696,539 "
Slovenia,Broadband coverage (>2Mbps),Total,Households,"  803,990 ","  804,571 ","  804,736 ","  818,183 ","  833,546 ","  851,384 ","  859,498 ","  860,067 ",#N/A,#N/A,#N/A
Slovenia,Broadband coverage (>30Mbps),Total,Households,"  584,989 ","  614,594 ","  643,960 ","  684,502 ","  709,837 ","  746,347 ","  756,090 ","  761,530 ","  617,130 ","  627,121 ","  640,217 "
Slovenia,Broadband coverage (>100Mbps),Total,Households,"  532,055 ","  553,935 ","  566,687 ","  605,401 ","  633,905 ","  689,524 ","  704,178 ","  714,494 ","  589,785 ","  604,094 ","  620,128 "
Slovenia,Broadband coverage (>1Gbps),Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  4,059 ","  6,913 ","  5,890 ","  45,893 ","  75,940 "
Slovenia,Broadband coverage (>1Gbps upload and download),Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  5,890 ","  45,893 ","  75,940 "
Slovenia,Fixed broadband coverage,Total,Households,"  782,615 ","  785,527 ","  786,965 ","  819,712 ","  834,399 ","  852,372 ","  859,211 ","  860,067 ","  682,188 ","  685,867 ","  690,506 "
Slovenia,NGA coverage,Total,Households,"  641,875 ","  660,579 ","  666,287 ","  684,502 ","  709,837 ","  746,500 ","  756,182 ","  761,581 ","  617,151 ","  627,039 ","  640,206 "
Slovenia,Fixed VHCN coverage (FTTP & DOCSIS 3.1),Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  555,063 ","  570,385 ","  499,584 ","  523,206 ","  546,843 "
Slovenia,VHCN coverage (as defined by BEREC),Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  639,353 "
Slovenia,DSL,Total,Households,"  744,673 ","  747,524 ","  749,495 ","  804,112 ","  817,407 ","  834,886 ","  834,312 ","  833,778 ","  660,514 ","  662,080 ","  663,019 "
Slovenia,VDSL,Total,Households,"  424,603 ","  432,220 ","  435,196 ","  447,952 ","  503,122 ","  479,783 ","  488,669 ","  488,595 ","  390,273 ","  389,073 ","  392,738 "
Slovenia,VDSL 2 Vectoring,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,  - ,  - ,  - ,  - ,  - 
Slovenia,FTTP,Total,Households,"  301,231 ","  347,474 ","  370,951 ","  422,763 ","  445,051 ","  530,728 ","  555,063 ","  570,385 ","  499,660 ","  523,206 ","  546,843 "
Slovenia,Cable modem DOCSIS 3.0,Total,Households,"  404,787 ","  420,981 ","  431,883 ","  450,116 ","  489,388 ","  520,051 ","  501,573 ","  510,592 ","  403,369 ","  404,709 ","  404,215 "
Slovenia,Cable modem DOCSIS 3.1,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,  - ,  - ,  - ,  - ,  - 
Slovenia,FWA,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  292,957 ","  314,458 ","  204,964 ","  206,876 ","  239,686 "
Slovenia,LTE,Total,Households,"  505,122 ","  721,865 ","  788,641 ","  817,061 ","  840,947 ","  864,665 ","  867,495 ","  869,228 ","  689,256 ","  691,055 ",#N/A
Slovenia,Average LTE coverage,Total,Households,#N/A,#N/A,#N/A,"  756,322 ","  819,583 ","  853,241 ","  859,629 ","  865,318 ","  686,712 ",#N/A,#N/A
Slovenia,5G,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,  - ,"  252,360 ","  442,808 ","  572,046 "
Slovenia,5G in the 3.4–3.8 GHz band,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  383,859 ","  474,330 "
Slovenia,Satellite,Total,Households,"  822,199 ","  823,529 ","  824,434 ","  838,961 ","  853,169 ","  868,881 ","  870,099 ","  869,812 ","  689,643 ","  692,761 ","  696,539 "
Slovenia,Overall broadband coverage,Total,Households,"  816,102 ","  820,539 ","  822,215 ","  837,612 ","  852,175 ","  868,881 ",#N/A,#N/A,#N/A,#N/A,#N/A
Slovenia,DOCSIS 3.0 & FTTP coverage,Total,Households,#N/A,#N/A,#N/A,#N/A,"  636,464 ","  690,847 ",#N/A,#N/A,#N/A,#N/A,#N/A
Slovenia,Cable modem,Total,Households,"  462,917 ","  479,943 ","  481,644 ","  491,325 ","  514,798 ","  543,806 ",#N/A,#N/A,#N/A,#N/A,#N/A
Slovenia,WiMAX,Total,Households,"  2,339 ","  2,339 ","  2,339 ","  21,433 ","  21,942 ","  22,094 ",#N/A,#N/A,#N/A,#N/A,#N/A
Slovenia,HSPA,Total,Households,"  802,217 ","  806,631 ","  808,292 ","  823,322 ","  839,237 ","  859,568 ",#N/A,#N/A,#N/A,#N/A,#N/A
Spain,Land area,Total,km squared,"  505,991 ","  505,991 ","  505,991 ","  505,991 ","  505,991 ","  505,991 ","  505,991 ","  505,991 ","  510,490 ","  510,490 ","  510,490 "
Spain,Population,Total,###,"  46,799,022 ","  47,129,783 ","  47,129,783 ","  46,771,341 ","  46,557,008 ","  46,572,132 ","  46,722,980 ","  46,937,060 ","  47,332,614 ","  47,398,695 ","  47,432,893 "
Spain,Households,Total,###,"  18,080,204 ","  18,199,069 ","  18,199,069 ","  18,051,894 ","  17,967,650 ","  17,971,080 ","  18,027,915 ","  18,181,691 ","  18,334,701 ","  18,359,244 ","  18,371,458 "
Spain,Broadband coverage (>2Mbps),Total,Households,"  17,412,789 ","  17,300,162 ","  17,301,818 ","  17,238,818 ","  17,190,125 ","  17,263,071 ","  17,234,686 ","  17,363,514 ",#N/A,#N/A,#N/A
Spain,Broadband coverage (>30Mbps),Total,Households,"  11,727,632 ","  13,327,681 ","  13,939,448 ","  14,593,338 ","  15,277,738 ","  15,847,988 ","  16,405,402 ","  16,779,323 ","  17,641,650 ","  17,754,384 ","  17,671,117 "
Spain,Broadband coverage (>100Mbps),Total,Households,"  10,965,255 ","  12,827,278 ","  13,508,257 ","  14,272,063 ","  15,028,452 ","  15,677,359 ","  16,044,844 ","  16,672,184 ","  17,205,284 ","  16,735,990 ","  17,584,311 "
Spain,Broadband coverage (>1Gbps),Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  16,044,844 ","  16,672,184 ","  16,965,099 ","  15,926,311 ","  17,013,751 "
Spain,Broadband coverage (>1Gbps upload and download),Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  15,292,789 ","  16,569,849 "
Spain,Fixed broadband coverage,Total,Households,"  17,453,172 ","  17,305,440 ","  17,299,252 ","  17,238,818 ","  17,190,125 ","  17,263,071 ","  17,241,625 ","  17,363,514 ","  17,671,410 ","  17,615,726 ","  18,174,607 "
Spain,NGA coverage,Total,Households,"  11,727,632 ","  13,327,681 ","  13,939,448 ","  14,593,338 ","  15,277,738 ","  15,847,988 ","  16,189,067 ","  16,779,323 ","  17,305,921 ","  17,283,770 ","  17,773,655 "
Spain,Fixed VHCN coverage (FTTP & DOCSIS 3.1),Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  16,052,065 ","  16,672,184 ","  17,204,563 ","  17,127,779 ","  17,695,443 "
Spain,VHCN coverage (as defined by BEREC),Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  16,916,083 "
Spain,DSL,Total,Households,"  16,457,753 ","  16,112,703 ","  16,112,703 ","  16,266,618 ","  16,174,859 ","  16,138,333 ","  16,191,154 ","  16,203,247 ","  16,284,922 ","  14,456,397 ","  5,799,904 "
Spain,VDSL,Total,Households,"  1,997,517 ","  2,006,003 ","  2,006,003 ","  2,135,774 ","  2,117,882 ","  2,114,818 ","  2,120,306 ","  2,115,568 ","  2,175,069 ","  2,021,553 ","  206,077 "
Spain,VDSL 2 Vectoring,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,  - ,  - ,  - ,  - ,  - 
Spain,FTTP,Total,Households,"  4,106,703 ","  8,156,910 ","  9,603,474 ","  11,338,334 ","  12,828,929 ","  13,907,642 ","  14,487,413 ","  15,442,337 ","  16,304,471 ","  16,710,576 ","  17,492,229 "
Spain,Cable modem DOCSIS 3.0,Total,Households,"  8,770,921 ","  8,699,666 ","  8,699,666 ","  8,808,171 ","  8,772,601 ","  8,792,117 ","  8,807,149 ","  8,325,687 ","  7,048,685 ","  6,066,780 ","  6,034,113 "
Spain,Cable modem DOCSIS 3.1,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  8,807,149 ","  8,325,687 ","  7,048,685 ","  6,066,780 ","  5,761,772 "
Spain,FWA,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  6,432,310 ","  6,445,615 ","  6,467,638 ","  10,799,551 ","  17,908,600 "
Spain,LTE,Total,Households,"  8,522,487 ","  13,894,396 ","  14,392,287 ","  17,044,412 ","  17,468,675 ","  17,887,232 ","  17,986,733 ","  18,158,064 ","  18,318,625 ","  18,338,360 ",#N/A
Spain,Average LTE coverage,Total,Households,#N/A,#N/A,#N/A,"  15,506,577 ","  16,575,157 ","  16,834,409 ","  17,144,099 ","  17,334,410 ","  17,661,360 ",#N/A,#N/A
Spain,5G,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  2,275,720 ","  10,797,145 ","  15,108,944 ","  16,952,653 "
Spain,5G in the 3.4–3.8 GHz band,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  7,172,104 ","  10,708,151 "
Spain,Satellite,Total,Households,"  18,080,204 ","  18,199,069 ","  18,199,069 ","  18,051,894 ","  17,967,650 ","  17,971,080 ","  18,027,915 ","  18,181,691 ","  18,334,701 ","  18,359,244 ","  18,371,458 "
Spain,Overall broadband coverage,Total,Households,"  18,005,033 ","  18,167,695 ","  18,167,695 ","  18,026,417 ","  17,958,380 ","  17,962,272 ",#N/A,#N/A,#N/A,#N/A,#N/A
Spain,DOCSIS 3.0 & FTTP coverage,Total,Households,#N/A,#N/A,#N/A,#N/A,"  15,025,584 ","  15,677,359 ",#N/A,#N/A,#N/A,#N/A,#N/A
Spain,Cable modem,Total,Households,"  8,770,921 ","  8,699,666 ","  8,699,666 ","  8,808,171 ","  8,772,601 ","  8,792,117 ",#N/A,#N/A,#N/A,#N/A,#N/A
Spain,WiMAX,Total,Households,"  9,987,224 ","  10,395,196 ","  10,395,196 ","  9,791,295 ","  10,339,399 ","  10,752,663 ",#N/A,#N/A,#N/A,#N/A,#N/A
Spain,HSPA,Total,Households,"  17,911,303 ","  18,136,282 ","  18,136,282 ","  18,000,872 ","  17,949,095 ","  17,953,031 ",#N/A,#N/A,#N/A,#N/A,#N/A
Sweden,Land area,Total,km squared,"  438,576 ","  438,576 ","  438,576 ","  438,576 ","  438,576 ","  438,576 ","  438,576 ","  438,576 ","  438,576 ","  438,576 ","  438,576 "
Sweden,Population,Total,###,"  9,555,893 ","  9,644,864 ","  9,644,864 ","  9,747,355 ","  9,851,017 ","  9,995,153 ","  10,120,242 ","  10,230,185 ","  10,327,599 ","  10,379,295 ","  10,452,326 "
Sweden,Households,Total,###,"  4,550,425 ","  4,215,197 ","  4,215,197 ","  4,587,626 ","  4,711,025 ","  4,786,069 ","  4,851,605 ","  4,916,961 ","  4,972,695 ","  4,407,147 ","  4,825,301 "
Sweden,Broadband coverage (>2Mbps),Total,Households,"  4,441,215 ","  4,109,817 ","  4,109,817 ","  4,487,948 ","  4,577,175 ","  4,613,771 ","  4,721,984 ","  4,774,666 ",#N/A,#N/A,#N/A
Sweden,Broadband coverage (>30Mbps),Total,Households,"  3,280,857 ","  3,060,233 ","  3,060,233 ","  3,404,459 ","  3,669,444 ","  3,919,791 ","  4,129,531 ","  4,301,906 ","  4,418,652 ","  3,927,654 ","  4,380,653 "
Sweden,Broadband coverage (>100Mbps),Total,Households,"  2,691,252 ","  2,422,832 ","  2,422,832 ","  3,149,177 ","  3,452,199 ","  3,752,278 ","  3,990,153 ","  4,185,937 ","  4,310,743 ","  3,827,593 ","  4,293,707 "
Sweden,Broadband coverage (>1Gbps),Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  3,741,675 ","  3,958,277 ","  4,104,780 ","  3,596,897 ","  4,268,685 "
Sweden,Broadband coverage (>1Gbps upload and download),Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,  - ,"  3,596,897 ","  4,268,685 "
Sweden,Fixed broadband coverage,Total,Households,"  4,505,889 ","  4,171,885 ","  4,171,885 ","  4,540,967 ","  4,640,421 ","  4,661,631 ","  4,725,463 ","  4,804,504 ","  4,854,196 ","  4,262,294 ","  4,651,422 "
Sweden,NGA coverage,Total,Households,"  3,239,005 ","  3,084,515 ","  3,084,515 ","  3,448,604 ","  3,659,821 ","  3,918,845 ","  4,127,055 ","  4,301,906 ","  4,258,322 ","  3,914,182 ","  4,361,660 "
Sweden,Fixed VHCN coverage (FTTP & DOCSIS 3.1),Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  3,741,675 ","  3,958,277 ","  4,104,780 ","  3,596,897 ","  4,268,685 "
Sweden,VHCN coverage (as defined by BEREC),Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  4,453,955 "
Sweden,DSL,Total,Households,"  4,461,352 ","  4,128,574 ","  4,128,574 ","  4,497,513 ","  4,392,924 ","  4,340,607 ","  4,334,424 ","  4,372,135 ","  4,344,219 ","  3,650,798 ","  3,748,999 "
Sweden,VDSL,Total,Households,"  807,950 ","  770,920 ","  770,920 ","  1,002,791 ","  990,199 ","  1,065,331 ","  1,009,943 ","  1,033,160 ","  997,915 ","  814,288 ","  848,948 "
Sweden,VDSL 2 Vectoring,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,  - ,  - ,  - ,  - ,  - 
Sweden,FTTP,Total,Households,"  2,355,382 ","  2,376,472 ","  2,376,472 ","  2,789,666 ","  3,127,517 ","  3,457,863 ","  3,739,232 ","  3,956,233 ","  4,101,472 ","  3,593,383 ","  4,049,554 "
Sweden,Cable modem DOCSIS 3.0,Total,Households,"  1,560,175 ","  1,434,061 ","  1,434,061 ","  1,660,742 ","  1,733,281 ","  1,720,638 ","  1,730,964 ","  1,834,198 ","  1,778,647 ","  1,470,294 ","  1,614,114 "
Sweden,Cable modem DOCSIS 3.1,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  14,565 ","  14,505 ","  18,048 ","  14,302 ","  1,280,803 "
Sweden,FWA,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  9,319 ","  11,809 ","  18,738 ","  22,156 ","  27,797 "
Sweden,LTE,Total,Households,"  4,513,782 ","  4,180,053 ","  4,180,053 ","  4,587,387 ","  4,710,923 ","  4,786,005 ","  4,851,547 ","  4,916,926 ","  4,972,668 ","  4,407,137 ",#N/A
Sweden,Average LTE coverage,Total,Households,#N/A,#N/A,#N/A,"  4,380,839 ","  4,510,453 ","  4,594,267 ","  4,696,097 ","  4,895,165 ","  4,877,848 ",#N/A,#N/A
Sweden,5G,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  668,098 ","  882,229 ","  901,787 ","  4,356,469 "
Sweden,5G in the 3.4–3.8 GHz band,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  426,275 ","  3,112,099 "
Sweden,Satellite,Total,Households,"  4,550,425 ","  4,215,197 ","  4,215,197 ","  4,587,626 ","  4,711,025 ","  4,786,069 ","  4,851,605 ","  4,916,961 ","  4,972,695 ","  4,407,147 ","  4,825,301 "
Sweden,Overall broadband coverage,Total,Households,"  4,542,970 ","  4,195,587 ","  4,195,587 ","  4,587,550 ","  4,710,978 ","  4,786,038 ",#N/A,#N/A,#N/A,#N/A,#N/A
Sweden,DOCSIS 3.0 & FTTP coverage,Total,Households,#N/A,#N/A,#N/A,#N/A,"  3,453,181 ","  3,752,278 ",#N/A,#N/A,#N/A,#N/A,#N/A
Sweden,Cable modem,Total,Households,"  1,789,228 ","  1,636,960 ","  1,636,960 ","  1,737,340 ","  1,811,919 ","  1,795,377 ",#N/A,#N/A,#N/A,#N/A,#N/A
Sweden,WiMAX,Total,Households,  - ,  - ,  - ,  - ,  - ,  - ,#N/A,#N/A,#N/A,#N/A,#N/A
Sweden,HSPA,Total,Households,"  4,535,514 ","  4,175,916 ","  4,175,916 ","  4,583,590 ","  4,708,227 ","  4,783,911 ",#N/A,#N/A,#N/A,#N/A,#N/A
Switzerland,Land area,Total,km squared,"  41,183 ","  41,183 ","  41,183 ","  41,183 ","  41,183 ","  41,285 ","  41,285 ","  41,285 ","  41,285 ","  41,285 ","  41,285 "
Switzerland,Population,Total,###,"  7,954,662 ","  8,039,060 ","  8,139,631 ","  8,233,842 ","  8,233,842 ","  8,419,550 ","  8,484,130 ","  8,544,527 ","  8,606,033 ","  8,670,300 ","  8,738,791 "
Switzerland,Households,Total,###,"  3,553,711 ","  3,571,453 ","  3,615,927 ","  3,657,506 ","  3,631,351 ","  3,739,788 ","  3,757,324 ","  3,794,913 ","  3,954,941 ","  3,983,814 ","  4,014,272 "
Switzerland,Broadband coverage (>2Mbps),Total,Households,"  3,545,105 ","  3,563,774 ","  3,607,422 ","  3,648,940 ","  3,624,088 ","  3,730,191 ","  3,748,807 ","  3,789,250 ",#N/A,#N/A,#N/A
Switzerland,Broadband coverage (>30Mbps),Total,Households,"  3,476,727 ","  3,526,620 ","  3,575,584 ","  3,618,997 ","  3,591,533 ","  3,700,003 ","  3,749,434 ","  3,786,943 ","  3,946,636 ","  3,975,448 ","  4,005,842 "
Switzerland,Broadband coverage (>100Mbps),Total,Households,"  3,460,736 ","  3,510,549 ","  3,559,312 ","  3,602,538 ","  3,575,192 ","  3,683,174 ","  3,705,097 ","  3,742,163 ","  3,899,968 ","  3,928,439 ","  3,958,474 "
Switzerland,Broadband coverage (>1Gbps),Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  1,512,814 ","  2,388,285 ","  2,520,066 ","  2,612,394 ","  2,743,315 "
Switzerland,Broadband coverage (>1Gbps upload and download),Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  1,294,057 ","  1,323,025 ","  1,333,140 "
Switzerland,Fixed broadband coverage,Total,Households,"  3,545,105 ","  3,563,774 ","  3,607,422 ","  3,648,940 ","  3,622,792 ","  3,731,126 ","  3,748,807 ","  3,789,250 ","  3,950,252 ","  3,978,178 ","  4,008,572 "
Switzerland,NGA coverage,Total,Households,"  3,478,504 ","  3,528,406 ","  3,577,392 ","  3,620,826 ","  3,593,349 ","  3,702,482 ","  3,720,398 ","  3,757,162 ","  3,910,250 ","  3,919,562 ","  3,972,834 "
Switzerland,Fixed VHCN coverage (FTTP & DOCSIS 3.1),Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  2,982,889 ","  3,260,109 ","  3,426,669 ","  3,457,630 ","  3,585,546 "
Switzerland,VHCN coverage (as defined by BEREC),Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Switzerland,DSL,Total,Households,"  3,534,134 ","  3,551,795 ","  3,596,089 ","  3,637,529 ","  3,611,441 ","  3,719,553 ","  3,737,645 ","  3,774,979 ","  3,934,222 ","  3,963,035 ","  3,993,356 "
Switzerland,VDSL,Total,Households,"  2,568,054 ","  2,848,141 ","  2,947,206 ","  3,219,380 ","  3,268,593 ","  3,367,499 ","  3,400,506 ","  3,450,697 ","  3,686,598 ","  3,777,236 ","  3,870,070 "
Switzerland,VDSL 2 Vectoring,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  3,013,609 ","  3,314,139 ","  3,585,750 ","  3,691,403 ","  3,810,801 "
Switzerland,FTTP,Total,Households,"  749,958 ","  925,369 ","  975,132 ","  1,047,567 ","  1,072,024 ","  1,134,551 ","  1,312,433 ","  1,504,803 ","  1,588,732 ","  1,718,254 ","  1,838,110 "
Switzerland,Cable modem DOCSIS 3.0,Total,Households,"  2,945,918 ","  2,994,880 ","  3,039,916 ","  3,081,872 ","  3,060,037 ","  3,154,499 ","  3,171,012 ","  3,199,723 ","  3,369,045 ","  3,394,136 ","  3,442,708 "
Switzerland,Cable modem DOCSIS 3.1,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  2,694,219 ","  2,903,043 ","  3,055,518 ","  3,083,140 ","  3,250,946 "
Switzerland,FWA,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,  - ,  - ,  - ,  - ,  - 
Switzerland,LTE,Total,Households,"  2,406,438 ","  3,277,228 ","  3,338,539 ","  3,596,608 ","  3,624,088 ","  3,736,048 ","  3,755,184 ","  3,791,118 ","  3,954,380 ","  3,979,829 ",#N/A
