Country,Metric,Geography level,Unit,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Cyprus,LTE,Total,Households,  - ,  - ,"  184,500 ","  224,608 ","  266,615 ","  296,738 ","  310,835 ","  311,569 ","  312,629 ","  315,505 ",#N/A
Cyprus,Average LTE coverage,Total,Households,#N/A,#N/A,#N/A,"  194,276 ","  234,298 ","  286,969 ","  305,686 ","  307,555 ","  308,803 ",#N/A,#N/A
Cyprus,5G,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,  - ,"  235,508 ","  317,027 ","  320,104 "
Cyprus,5G in the 3.4–3.8 GHz band,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  79,256 ","  112,036 "
Cyprus,Satellite,Total,Households,"  307,861 ","  309,242 ","  306,429 ","  302,503 ","  302,971 ","  305,286 ","  312,084 ","  312,821 ","  314,195 ","  317,027 ","  320,104 "
Cyprus,Overall broadband coverage,Total,Households,"  307,846 ","  309,227 ","  306,413 ","  302,488 ","  302,956 ","  305,286 ",#N/A,#N/A,#N/A,#N/A,#N/A
Cyprus,DOCSIS 3.0 & FTTP coverage,Total,Households,#N/A,#N/A,#N/A,#N/A,"  136,347 ","  161,644 ",#N/A,#N/A,#N/A,#N/A,#N/A
Cyprus,Cable modem,Total,Households,"  122,529 ","  135,448 ","  135,441 ","  135,521 ","  136,347 ","  160,881 ",#N/A,#N/A,#N/A,#N/A,#N/A
Cyprus,WiMAX,Total,Households,  - ,  - ,  - ,  - ,  - ,  - ,#N/A,#N/A,#N/A,#N/A,#N/A
Cyprus,HSPA,Total,Households,"  304,782 ","  306,150 ","  303,364 ","  299,478 ","  301,729 ","  304,065 ",#N/A,#N/A,#N/A,#N/A,#N/A
Czechia,Land area,Total,km squared,"  78,867 ","  78,867 ","  78,867 ","  78,867 ","  78,867 ","  78,867 ","  78,867 ","  78,867 ","  78,867 ","  78,867 ","  78,867 "
Czechia,Population,Total,###,"  10,509,286 ","  10,516,125 ","  10,512,419 ","  10,538,275 ","  10,553,843 ","  10,578,820 ","  10,610,055 ","  10,649,800 ","  10,693,939 ","  10,701,777 ","  10,827,529 "
Czechia,Households,Total,###,"  4,378,868 ","  4,381,720 ","  4,380,176 ","  4,390,949 ","  4,397,436 ","  4,407,843 ","  4,431,204 ","  4,218,966 ","  4,237,348 ","  4,241,312 ","  4,813,103 "
Czechia,Broadband coverage (>2Mbps),Total,Households,"  4,206,693 ","  4,209,433 ","  4,207,950 ","  4,198,060 ","  4,224,402 ","  4,229,330 ","  4,317,274 ","  4,211,413 ",#N/A,#N/A,#N/A
Czechia,Broadband coverage (>30Mbps),Total,Households,"  2,217,429 ","  2,648,109 ","  3,185,857 ","  3,245,235 ","  3,894,246 ","  3,957,201 ","  4,070,279 ","  4,087,159 ","  4,157,626 ","  4,168,522 ","  4,726,934 "
Czechia,Broadband coverage (>100Mbps),Total,Households,"  1,689,493 ","  1,725,383 ","  1,898,148 ","  1,953,137 ","  2,459,127 ","  2,564,785 ","  3,323,403 ","  3,646,294 ","  3,779,223 ","  3,827,753 ","  4,386,555 "
Czechia,Broadband coverage (>1Gbps),Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  105,130 ","  319,687 ","  1,614,969 ","  1,803,180 ","  1,939,477 "
Czechia,Broadband coverage (>1Gbps upload and download),Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  649,846 "
Czechia,Fixed broadband coverage,Total,Households,"  4,269,396 ","  4,272,177 ","  4,272,862 ","  4,335,883 ","  4,328,637 ","  4,304,945 ","  4,317,274 ","  4,211,231 ","  4,233,686 ","  4,238,946 ","  4,795,125 "
Czechia,NGA coverage,Total,Households,"  2,787,220 ","  3,009,758 ","  3,191,266 ","  3,296,836 ","  3,896,970 ","  3,958,714 ","  4,070,279 ","  3,873,955 ","  3,925,363 ","  3,956,083 ","  4,253,504 "
Czechia,Fixed VHCN coverage (FTTP & DOCSIS 3.1),Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  1,296,949 ","  1,405,288 ","  2,223,208 ","  2,256,827 ","  2,432,729 "
Czechia,VHCN coverage (as defined by BEREC),Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  2,675,734 "
Czechia,DSL,Total,Households,"  4,072,347 ","  4,075,000 ","  4,077,944 ","  4,047,845 ","  4,094,511 ","  4,094,493 ","  4,203,951 ","  4,056,184 ","  4,134,759 ","  4,141,368 ","  4,382,302 "
Czechia,VDSL,Total,Households,"  1,795,336 ","  2,002,446 ","  2,278,494 ","  2,333,249 ","  3,404,918 ","  3,510,119 ","  3,709,960 ","  3,529,519 ","  3,588,668 ","  3,649,883 ","  3,935,343 "
Czechia,VDSL 2 Vectoring,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  3,672,861 ","  3,529,349 ","  3,586,717 ","  3,647,996 ","  3,934,417 "
Czechia,FTTP,Total,Households,"  585,000 ","  610,587 ","  758,016 ","  921,221 ","  1,137,670 ","  1,247,049 ","  1,296,949 ","  1,405,288 ","  1,515,831 ","  1,587,877 ","  1,734,901 "
Czechia,Cable modem DOCSIS 3.0,Total,Households,"  1,379,053 ","  1,399,389 ","  1,456,507 ","  1,657,089 ","  1,704,200 ","  1,827,483 ","  1,821,375 ","  1,756,366 ","  1,773,671 ","  1,786,595 ","  1,851,799 "
Czechia,Cable modem DOCSIS 3.1,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,  - ,  - ,"  1,412,675 ","  1,480,395 ","  1,548,058 "
Czechia,FWA,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  2,752,205 ","  2,931,036 ","  3,451,265 ","  3,609,791 ","  3,872,959 "
Czechia,LTE,Total,Households,"  525,026 ","  4,028,470 ","  4,107,125 ","  4,364,815 ","  4,371,315 ","  4,381,728 ","  4,424,131 ","  4,209,912 ","  4,230,773 ","  4,240,046 ",#N/A
Czechia,Average LTE coverage,Total,Households,#N/A,#N/A,#N/A,"  4,140,665 ","  4,343,201 ","  4,366,703 ","  4,412,002 ","  4,207,716 ","  4,217,573 ",#N/A,#N/A
Czechia,5G,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,  - ,"  2,092,741 ","  3,503,241 ","  4,553,195 "
Czechia,5G in the 3.4–3.8 GHz band,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  1,792,385 ","  1,891,549 "
Czechia,Satellite,Total,Households,"  4,378,868 ","  4,381,720 ","  4,380,176 ","  4,390,949 ","  4,397,436 ","  4,407,843 ","  4,431,204 ","  4,218,966 ","  4,237,348 ","  4,241,312 ","  4,813,103 "
Czechia,Overall broadband coverage,Total,Households,"  4,330,136 ","  4,344,733 ","  4,343,222 ","  4,360,213 ","  4,377,055 ","  4,388,659 ",#N/A,#N/A,#N/A,#N/A,#N/A
Czechia,DOCSIS 3.0 & FTTP coverage,Total,Households,#N/A,#N/A,#N/A,#N/A,"  2,273,035 ","  2,451,008 ",#N/A,#N/A,#N/A,#N/A,#N/A
Czechia,Cable modem,Total,Households,"  1,442,972 ","  1,463,308 ","  1,476,554 ","  1,683,072 ","  1,725,520 ","  1,834,107 ",#N/A,#N/A,#N/A,#N/A,#N/A
Czechia,WiMAX,Total,Households,"  3,090,658 ","  3,093,051 ","  3,092,972 ","  3,675,986 ","  3,511,168 ","  3,302,798 ",#N/A,#N/A,#N/A,#N/A,#N/A
Czechia,HSPA,Total,Households,"  4,154,451 ","  4,251,526 ","  4,250,106 ","  4,260,844 ","  4,267,326 ","  4,277,675 ",#N/A,#N/A,#N/A,#N/A,#N/A
Denmark,Land area,Total,km squared,"  42,895 ","  42,895 ","  42,895 ","  42,895 ","  42,895 ","  42,895 ","  42,895 ","  42,895 ","  42,895 ","  42,895 ","  42,163 "
Denmark,Population,Total,###,"  5,627,235 ","  5,659,715 ","  5,627,235 ","  5,659,715 ","  5,707,251 ","  5,748,769 ","  5,781,190 ","  5,806,081 ","  5,822,763 ","  5,883,562 ","  5,873,420 "
Denmark,Households,Total,###,"  2,830,816 ","  2,618,596 ","  2,692,879 ","  2,698,772 ","  2,710,817 ","  2,738,393 ","  2,757,669 ","  2,779,924 ","  2,813,663 ","  2,846,974 ","  2,861,559 "
Denmark,Broadband coverage (>2Mbps),Total,Households,"  2,791,130 ","  2,592,410 ","  2,665,950 ","  2,668,816 ","  2,687,775 ","  2,716,486 ","  2,738,034 ","  2,763,244 ",#N/A,#N/A,#N/A
Denmark,Broadband coverage (>30Mbps),Total,Households,"  2,344,272 ","  2,409,108 ","  2,477,449 ","  2,516,875 ","  2,563,891 ","  2,609,415 ","  2,659,000 ","  2,697,916 ","  2,747,880 ","  2,801,394 ","  2,827,220 "
Denmark,Broadband coverage (>100Mbps),Total,Households,"  1,323,762 ","  2,225,806 ","  2,342,805 ","  2,398,938 ","  2,471,994 ","  2,536,300 ","  2,600,896 ","  2,650,102 ","  2,709,135 ","  2,771,017 ","  2,804,328 "
Denmark,Broadband coverage (>1Gbps),Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  2,214,932 ","  2,404,356 ","  2,552,921 ","  2,608,312 ","  2,707,035 "
Denmark,Broadband coverage (>1Gbps upload and download),Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  2,079,522 ","  2,220,583 ","  2,420,879 "
Denmark,Fixed broadband coverage,Total,Households,"  2,805,741 ","  2,595,301 ","  2,665,891 ","  2,680,380 ","  2,697,263 ","  2,724,117 ","  2,730,092 ","  2,768,248 ","  2,801,356 ","  2,834,026 ","  2,849,634 "
Denmark,NGA coverage,Total,Households,"  2,337,666 ","  2,434,446 ","  2,469,477 ","  2,516,875 ","  2,563,891 ","  2,611,431 ","  2,647,362 ","  2,679,291 ","  2,747,851 ","  2,791,326 ","  2,825,874 "
Denmark,Fixed VHCN coverage (FTTP & DOCSIS 3.1),Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  2,563,626 ","  2,608,681 ","  2,670,027 ","  2,741,125 ","  2,781,056 "
Denmark,VHCN coverage (as defined by BEREC),Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  2,858,697 "
Denmark,DSL,Total,Households,"  2,780,666 ","  2,607,449 ","  2,638,902 ","  2,624,292 ","  2,605,326 ","  2,607,566 ","  2,596,837 ","  2,592,324 ","  2,548,797 ","  2,540,366 ","  2,512,076 "
Denmark,VDSL,Total,Households,"  615,553 ","  1,746,613 ","  1,696,514 ","  1,662,951 ","  1,679,474 ","  1,648,032 ","  1,695,513 ","  1,692,110 ","  1,670,514 ","  1,664,579 ","  1,646,386 "
Denmark,VDSL 2 Vectoring,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  434,076 ","  435,521 ","  430,807 ","  429,739 ","  426,347 "
Denmark,FTTP,Total,Households,"  1,323,762 ","  1,370,913 ","  1,534,985 ","  1,567,089 ","  1,698,331 ","  1,762,485 ","  1,843,900 ","  1,950,038 ","  2,085,167 ","  2,216,523 ","  2,404,984 "
Denmark,Cable modem DOCSIS 3.0,Total,Households,"  1,746,311 ","  1,674,610 ","  1,750,290 ","  1,835,994 ","  1,864,396 ","  1,873,809 ","  1,886,940 ","  1,893,937 ","  1,897,951 ","  1,884,136 ","  1,892,087 "
Denmark,Cable modem DOCSIS 3.1,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  1,884,257 ","  1,892,473 ","  1,887,927 ","  1,883,078 ","  1,891,727 "
Denmark,FWA,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  217,328 ","  156,066 ","  275,269 ","  296,727 ","  282,498 "
Denmark,LTE,Total,Households,"  2,087,397 ","  2,592,410 ","  2,665,950 ","  2,698,772 ","  2,710,817 ","  2,738,393 ","  2,757,669 ","  2,779,924 ","  2,813,662 ","  2,846,974 ",#N/A
Denmark,Average LTE coverage,Total,Households,#N/A,#N/A,#N/A,"  2,631,100 ","  2,642,843 ","  2,710,804 ","  2,757,669 ","  2,779,924 ","  2,813,663 ",#N/A,#N/A
Denmark,5G,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  2,223,939 ","  2,757,390 ","  2,785,526 ","  2,861,559 "
Denmark,5G in the 3.4–3.8 GHz band,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  2,135,231 ","  2,432,325 "
Denmark,Satellite,Total,Households,"  2,830,816 ","  2,618,596 ","  2,692,879 ","  2,698,772 ","  2,710,817 ","  2,738,393 ","  2,757,669 ","  2,779,924 ","  2,813,663 ","  2,846,974 ","  2,861,559 "
Denmark,Overall broadband coverage,Total,Households,"  2,822,788 ","  2,605,927 ","  2,679,415 ","  2,698,772 ","  2,710,817 ","  2,738,393 ",#N/A,#N/A,#N/A,#N/A,#N/A
Denmark,DOCSIS 3.0 & FTTP coverage,Total,Households,#N/A,#N/A,#N/A,#N/A,"  2,328,945 ","  2,524,798 ",#N/A,#N/A,#N/A,#N/A,#N/A
Denmark,Cable modem,Total,Households,"  1,800,048 ","  1,674,610 ","  1,750,290 ","  1,837,006 ","  1,865,375 ","  1,873,809 ",#N/A,#N/A,#N/A,#N/A,#N/A
Denmark,WiMAX,Total,Households,  - ,  - ,"  80,774 ","  77,558 ","  138,255 ","  143,616 ",#N/A,#N/A,#N/A,#N/A,#N/A
Denmark,HSPA,Total,Households,"  2,804,427 ","  2,592,410 ","  2,665,950 ","  2,698,772 ","  2,710,817 ","  2,738,393 ",#N/A,#N/A,#N/A,#N/A,#N/A
Estonia,Land area,Total,km squared,"  43,698 ","  43,698 ","  43,698 ","  43,698 ","  43,698 ","  43,698 ","  43,698 ","  43,698 ","  44,951 ","  44,951 ","  44,951 "
Estonia,Population,Total,###,"  1,320,174 ","  1,315,819 ","  1,315,819 ","  1,313,271 ","  1,313,271 ","  1,315,635 ","  1,319,133 ","  1,324,820 ","  1,348,094 ","  1,330,068 ","  1,331,796 "
Estonia,Households,Total,###,"  573,989 ","  626,580 ","  594,240 ","  608,575 ","  609,779 ","  609,621 ","  595,274 ","  542,943 ","  552,799 ","  545,149 ","  545,877 "
Estonia,Broadband coverage (>2Mbps),Total,Households,"  486,043 ","  539,001 ","  515,682 ","  528,393 ","  517,978 ","  518,178 ","  506,285 ","  484,704 ",#N/A,#N/A,#N/A
Estonia,Broadband coverage (>30Mbps),Total,Households,"  352,641 ","  450,842 ","  453,137 ","  467,714 ","  479,363 ","  504,859 ","  498,044 ","  479,649 ","  493,198 ","  487,712 ","  545,710 "
Estonia,Broadband coverage (>100Mbps),Total,Households,"  295,481 ","  339,264 ","  346,346 ","  357,326 ","  372,577 ","  417,428 ","  442,264 ","  444,525 ","  461,801 ","  458,758 ","  460,734 "
Estonia,Broadband coverage (>1Gbps),Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  170,986 ","  192,433 ","  202,887 ","  307,849 ","  365,738 "
Estonia,Broadband coverage (>1Gbps upload and download),Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  304,074 ","  331,893 "
Estonia,Fixed broadband coverage,Total,Households,"  488,335 ","  539,158 ","  515,830 ","  553,107 ","  553,956 ","  553,875 ","  552,746 ","  504,937 ","  514,103 ","  533,222 ","  545,710 "
Estonia,NGA coverage,Total,Households,"  359,325 ","  470,399 ","  464,253 ","  481,430 ","  490,229 ","  505,438 ","  498,193 ","  482,136 ","  498,576 ","  490,155 ","  469,454 "
Estonia,Fixed VHCN coverage (FTTP & DOCSIS 3.1),Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  341,972 ","  384,865 ","  405,773 ","  416,013 ","  420,017 "
Estonia,VHCN coverage (as defined by BEREC),Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Estonia,DSL,Total,Households,"  409,349 ","  451,735 ","  437,421 ","  448,516 ","  422,419 ","  421,017 ","  411,812 ","  386,778 ","  361,743 ","  334,805 ","  320,954 "
Estonia,VDSL,Total,Households,"  102,386 ","  279,677 ","  294,911 ","  336,001 ","  335,872 ","  336,409 ","  334,052 ","  320,819 ","  307,585 ","  301,438 ","  290,776 "
Estonia,VDSL 2 Vectoring,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  31,459 ","  170,450 ","  206,873 ","  224,345 ","  247,976 "
Estonia,FTTP,Total,Households,"  246,816 ","  279,760 ","  282,516 ","  295,000 ","  309,203 ","  330,342 ","  341,972 ","  384,865 ","  405,773 ","  416,013 ","  420,017 "
Estonia,Cable modem DOCSIS 3.0,Total,Households,"  226,267 ","  291,600 ","  306,939 ","  314,689 ","  339,313 ","  400,401 ","  401,112 ","  416,626 ","  433,874 ","  430,548 ","  421,714 "
Estonia,Cable modem DOCSIS 3.1,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,  - ,  - ,  - ,  - ,  - 
Estonia,FWA,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  510,218 ","  484,658 ","  513,305 ","  521,295 ","  545,544 "
Estonia,LTE,Total,Households,"  487,890 ","  496,252 ","  501,214 ","  601,085 ","  600,356 ","  605,049 ","  591,807 ","  542,943 ","  551,069 ","  544,670 ",#N/A
Estonia,Average LTE coverage,Total,Households,#N/A,#N/A,#N/A,"  575,103 ","  594,840 ","  594,990 ","  582,773 ","  533,351 ","  541,191 ",#N/A,#N/A
Estonia,5G,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,  - ,"  101,245 ","  236,071 ","  477,457 "
Estonia,5G in the 3.4–3.8 GHz band,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  79,120 ","  238,428 "
Estonia,Satellite,Total,Households,"  432,703 ","  472,350 ","  447,970 ","  458,866 ","  459,774 ","  459,654 ","  448,837 ","  409,379 ","  416,811 ","  411,042 ","  411,591 "
Estonia,Overall broadband coverage,Total,Households,"  572,605 ","  624,742 ","  591,323 ","  605,455 ","  607,527 ","  608,527 ",#N/A,#N/A,#N/A,#N/A,#N/A
Estonia,DOCSIS 3.0 & FTTP coverage,Total,Households,#N/A,#N/A,#N/A,#N/A,"  434,842 ","  505,011 ",#N/A,#N/A,#N/A,#N/A,#N/A
Estonia,Cable modem,Total,Households,"  246,384 ","  324,000 ","  320,639 ","  331,255 ","  341,998 ","  431,351 ",#N/A,#N/A,#N/A,#N/A,#N/A
Estonia,WiMAX,Total,Households,"  48,238 ","  54,630 ","  55,722 ","  20,000 ","  10,479 ","  10,479 ",#N/A,#N/A,#N/A,#N/A,#N/A
Estonia,HSPA,Total,Households,"  549,886 ","  620,315 ","  587,704 ","  601,085 ","  595,793 ","  598,038 ",#N/A,#N/A,#N/A,#N/A,#N/A
Finland,Land area,Total,km squared,"  338,432 ","  338,432 ","  338,432 ","  338,432 ","  338,432 ","  338,432 ","  338,432 ","  338,432 ","  338,432 ","  338,432 ","  338,432 "
Finland,Population,Total,###,"  5,401,267 ","  5,426,674 ","  5,451,270 ","  5,471,753 ","  5,487,308 ","  5,503,297 ","  5,513,268 ","  5,513,868 ","  5,525,292 ","  5,533,793 ","  5,548,241 "
Finland,Households,Total,###,"  2,572,032 ","  2,584,130 ","  2,598,624 ","  2,616,957 ","  2,654,657 ","  2,694,537 ","  2,601,187 ","  2,756,934 ","  2,762,646 ","  2,766,897 ","  2,774,120 "
Finland,Broadband coverage (>2Mbps),Total,Households,"  2,474,500 ","  2,493,366 ","  2,507,340 ","  2,525,494 ","  2,562,275 ","  2,543,643 ","  2,419,104 ","  2,563,949 ",#N/A,#N/A,#N/A
Finland,Broadband coverage (>30Mbps),Total,Households,"  1,686,189 ","  1,726,199 ","  1,735,881 ","  1,745,342 ","  1,752,074 ","  1,902,343 ","  1,898,866 ","  2,067,701 ","  2,127,237 ","  2,158,179 ","  2,247,038 "
Finland,Broadband coverage (>100Mbps),Total,Households,"  755,803 ","  871,485 ","  876,629 ","  851,256 ","  1,150,794 ","  1,395,770 ","  1,612,736 ","  1,764,438 ","  1,795,720 ","  1,964,497 ","  2,163,814 "
Finland,Broadband coverage (>1Gbps),Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  1,040,475 ","  1,295,759 ","  1,408,949 ","  1,660,138 ","  1,969,626 "
Finland,Broadband coverage (>1Gbps upload and download),Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  415,034 ","  915,460 "
Finland,Fixed broadband coverage,Total,Households,"  2,487,155 ","  2,506,153 ","  2,520,198 ","  2,538,448 ","  2,575,356 ","  2,543,643 ","  2,432,110 ","  2,577,545 ","  2,484,694 ","  2,280,328 ","  2,294,803 "
Finland,NGA coverage,Total,Households,"  1,855,500 ","  1,940,405 ","  1,939,532 ","  1,922,681 ","  1,965,857 ","  1,990,350 ","  1,957,460 ","  2,068,953 ","  2,045,262 ","  2,071,906 ","  2,209,810 "
Finland,Fixed VHCN coverage (FTTP & DOCSIS 3.1),Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  1,606,746 ","  1,839,694 ","  1,878,902 ","  1,957,999 ","  2,156,070 "
Finland,VHCN coverage (as defined by BEREC),Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Finland,DSL,Total,Households,"  2,402,278 ","  2,428,176 ","  2,441,773 ","  2,459,940 ","  2,496,054 ","  2,331,225 ","  2,052,484 ","  1,956,920 ","  1,663,039 ","  1,161,814 ","  764,005 "
Finland,VDSL,Total,Households,"  1,183,135 ","  1,250,602 ","  1,257,479 ","  1,266,933 ","  1,286,930 ","  1,307,123 ","  1,264,049 ","  1,341,371 ","  1,238,105 ","  940,198 ","  627,231 "
Finland,VDSL 2 Vectoring,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  1,087,649 ","  1,155,135 ","  1,068,327 ","  819,904 ","  551,669 "
Finland,FTTP,Total,Households,"  755,803 ","  793,328 ","  817,007 ","  827,274 ","  841,396 ","  846,792 ","  916,186 ","  1,040,062 ","  1,105,569 ","  1,392,921 ","  1,696,298 "
Finland,Cable modem DOCSIS 3.0,Total,Households,"  1,093,114 ","  1,146,000 ","  1,154,573 ","  988,453 ","  960,165 ","  972,458 ","  958,551 ","  1,042,702 ","  1,020,063 ","  1,047,665 ","  898,330 "
Finland,Cable modem DOCSIS 3.1,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  958,551 ","  1,042,702 ","  1,020,063 ","  1,047,665 ","  898,330 "
Finland,FWA,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,  - ,  - ,  - ,  - ,  - 
Finland,LTE,Total,Households,"  2,199,259 ","  2,378,898 ","  2,393,742 ","  2,616,909 ","  2,644,997 ","  2,693,891 ","  2,600,813 ","  2,756,569 ","  2,762,646 ","  2,766,897 ",#N/A
Finland,Average LTE coverage,Total,Households,#N/A,#N/A,#N/A,"  2,538,448 ","  2,610,413 ","  2,667,592 ","  2,576,909 ","  2,731,203 ","  2,736,861 ",#N/A,#N/A
Finland,5G,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  343,000 ","  1,977,183 ","  2,619,115 ","  2,728,273 "
Finland,5G in the 3.4–3.8 GHz band,Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  2,320,689 ","  2,489,033 "
Finland,Satellite,Total,Households,"  2,572,032 ","  2,584,130 ","  2,598,624 ","  2,616,957 ","  2,654,657 ","  2,694,537 ","  2,601,187 ","  2,756,934 ","  2,762,646 ","  2,766,897 ","  2,774,120 "
Finland,Overall broadband coverage,Total,Households,"  2,565,602 ","  2,577,683 ","  2,598,573 ","  2,616,926 ","  2,653,329 ","  2,694,214 ",#N/A,#N/A,#N/A,#N/A,#N/A
Finland,DOCSIS 3.0 & FTTP coverage,Total,Households,#N/A,#N/A,#N/A,#N/A,"  1,567,752 ","  1,560,851 ",#N/A,#N/A,#N/A,#N/A,#N/A
Finland,Cable modem,Total,Households,"  1,093,114 ","  1,146,000 ","  1,154,573 ","  988,453 ","  960,165 ","  918,466 ",#N/A,#N/A,#N/A,#N/A,#N/A
Finland,WiMAX,Total,Households,"  56,585 ","  59,115 ","  58,609 ",  - ,  - ,  - ,#N/A,#N/A,#N/A,#N/A,#N/A
Finland,HSPA,Total,Households,"  2,559,172 ","  2,571,236 ","  2,598,521 ","  2,616,895 ","  2,652,001 ","  2,693,891 ",#N/A,#N/A,#N/A,#N/A,#N/A
France,Land area,Total,km squared,"  632,833 ","  632,833 ","  632,833 ","  632,833 ","  632,833 ","  632,833 ","  632,833 ","  632,833 ","  632,833 ","  632,833 ","  632,833 "
France,Population,Total,###,"  65,327,724 ","  65,588,117 ","  65,835,579 ","  66,192,574 ","  66,506,754 ","  66,733,545 ","  66,729,957 ","  67,108,723 ","  67,320,216 ","  67,656,682 ","  67,871,925 "
France,Households,Total,###,"  28,403,358 ","  29,812,780 ","  29,925,263 ","  30,087,534 ","  30,230,343 ","  30,333,430 ","  28,833,994 ","  28,998,356 ","  28,903,438 ","  29,044,956 ","  29,133,001 "
France,Broadband coverage (>2Mbps),Total,Households,"  27,551,258 ","  28,906,823 ","  29,047,205 ","  29,297,994 ","  29,481,078 ","  29,508,159 ","  28,747,492 ","  28,911,361 ",#N/A,#N/A,#N/A
France,Broadband coverage (>30Mbps),Total,Households,"  10,513,429 ","  11,925,112 ","  12,350,575 ","  15,052,373 ","  16,777,840 ","  17,672,866 ","  17,877,076 ","  18,790,935 ","  21,504,158 ","  23,706,780 ","  25,200,045 "
France,Broadband coverage (>100Mbps),Total,Households,"  7,553,300 ","  8,018,879 ","  8,503,674 ","  10,195,703 ","  11,843,199 ","  14,374,226 ","  14,503,499 ","  16,181,083 ","  18,873,945 ","  21,506,262 ","  23,918,193 "
France,Broadband coverage (>1Gbps),Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  12,618,827 ","  15,137,142 ","  18,440,394 ","  21,247,055 ","  23,801,661 "
France,Broadband coverage (>1Gbps upload and download),Total,Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"  21,247,055 ","  23,510,331 "
France,Fixed broadband coverage,Total,Households,"  28,318,599 ","  29,732,542 ","  29,852,116 ","  30,072,950 ","  30,228,882 ","  30,331,517 ","  28,832,658 ","  28,998,356 ","  28,881,731 ","  29,036,968 ","  29,127,921 "
France,NGA coverage,Total,Households,"  11,630,335 ","  12,702,704 ","  13,406,721 ","  14,145,016 ","  15,685,664 ","  17,735,034 ","  17,894,401 ","  19,999,166 ","  21,289,294 ","  23,344,215 ","  25,122,359 "
