parl_const,parliamentary_constituency_name,All Premises,All Matched Premises,SFBB availability (% premises),UFBB (100Mbit/s) availability (% premises),UFBB availability (% premises),Full Fibre availability (% premises),Gigabit availability (% premises),% of premises unable to receive 2Mbit/s,% of premises unable to receive 5Mbit/s,% of premises unable to receive 10Mbit/s,% of premises unable to receive 30Mbit/s,% of premises below the USO,% of premises with NGA,% of premises able to receive decent broadband from FWA,Number of premises with SFBB availability,Number of premises with UFBB (100Mbit/s) availability,Number of premises with UFBB availability,Number of premises unable to receive 2Mbit/s,Number of premises unable to receive 5Mbit/s,Number of premises unable to receive 10Mbit/s,Number of premises unable to receive 30Mbit/s,Number of premises with Full Fibre availability,Number of premises with Gigabit availability,Number of premises below the USO,Number of premises with NGA,Number of premises able to receive decent broadband from FWA,% of premises with 30<300Mbit/s download speed,% of premises with >=300Mbit/s download speed,% of premises with 0<2Mbit/s download speed,% of premises with 2<5Mbit/s download speed,% of premises with 5<10Mbit/s download speed,% of premises with 10<30Mbit/s download speed,Number of premises with 30<300Mbit/s download speed,Number of premises with >=300Mbit/s download speed,Number of premises with 0<2Mbit/s download speed,Number of premises with 2<5Mbit/s download speed,Number of premises with 5<10Mbit/s download speed,Number of premises with 10<30Mbit/s download speed
W07000049,ABERAVON,31462,31459,99,84.5,84.5,40.5,84.5,0.1,0.1,0.2,1,0,99.7,44.2,31140,26592,26592,16,32,57,319,12751,26592,7,31381,13895,14.5,84.5,0.1,0.1,0.1,0.8,4548,26592,16,16,25,262
W07000058,ABERCONWY,27890,27879,96.5,78.5,78.5,78.5,78.5,0.5,1.1,1.7,3.4,0.6,98.5,48.4,26926,21902,21902,136,298,463,953,21902,21902,180,27485,13510,18,78.5,0.5,0.6,0.6,1.8,5024,21902,136,162,165,490
S14000001,ABERDEEN NORTH,56160,56094,97.4,92,91.4,90.4,90.4,0,0,0,2.5,0,97.8,0,54688,51657,51338,0,0,11,1406,50743,50743,1,54927,0,6,91.4,0,0,0,2.5,3350,51338,0,0,11,1395
S14000002,ABERDEEN SOUTH,51555,51522,97.9,87.6,87.4,87.2,87.2,0.1,0.3,0.4,2,0.1,99.2,0,50493,45185,45050,28,133,203,1029,44941,44941,32,51123,0,10.6,87.4,0.1,0.2,0.1,1.6,5443,45050,28,105,70,826
S14000003,AIRDRIE AND SHOTTS,40280,40274,98.1,87.2,87.2,42.6,87.2,0,0.3,0.5,1.9,0.1,99.6,0,39526,35112,35111,11,104,220,748,17171,35111,54,40132,0,11,87.2,0,0.2,0.3,1.3,4415,35111,11,93,116,528
E14000530,ALDERSHOT,46130,46123,98.4,91.5,91.5,74.6,91.5,0,0.5,1,1.5,0.1,98.8,0,45414,42187,42187,20,226,452,709,34413,42187,32,45555,1,7,91.5,0,0.4,0.5,0.6,3227,42187,20,206,226,257
E14000531,ALDRIDGE-BROWNHILLS,32607,32598,98.9,94.5,93.4,63.4,92.8,0,0,0.4,1,0,99.2,0,32262,30827,30458,0,1,117,336,20679,30268,5,32342,0,5.5,93.4,0,0,0.4,0.7,1804,30458,0,1,116,219
E14000532,ALTRINCHAM AND SALE WEST,42801,42767,98.9,91.7,90.2,80.5,88.6,0.1,0.2,0.2,1.1,0,99.5,0.1,42316,39231,38590,42,80,107,451,34451,37940,6,42574,56,8.7,90.2,0.1,0.1,0.1,0.8,3726,38590,42,38,27,344
W07000043,ALYN AND DEESIDE,38235,38183,98.3,90.9,90,89.4,89.4,0.2,0.5,0.7,1.6,0.1,99.4,42.5,37590,34743,34396,69,183,264,593,34182,34182,27,37992,16242,8.4,90,0.2,0.3,0.2,0.9,3194,34396,69,114,81,329
E14000533,AMBER VALLEY,42334,42292,97.9,78,78,77.8,77.9,0,0.1,0.1,2,0,99.9,0,41448,33022,33004,9,25,53,844,32921,32990,7,42276,0,19.9,78,0,0,0.1,1.9,8444,33004,9,16,28,791
S14000004,ANGUS,43930,43832,88.7,44.7,44.7,44.7,44.7,1.1,2.9,5.8,11.1,1.7,95.3,0,38966,19619,19619,471,1271,2526,4866,19619,19619,731,41874,0,44,44.7,1.1,1.8,2.9,5.3,19347,19619,471,800,1255,2340
W07000057,ARFON,27128,27065,96,54.1,50.7,48.9,48.9,0.4,1,1.7,3.7,0.1,97.9,41.4,26052,14664,13764,105,262,454,1013,13253,13253,38,26550,11227,45.3,50.7,0.4,0.6,0.7,2.1,12288,13764,105,157,192,559
S14000005,ARGYLL AND BUTE,50047,49570,85.3,14,14,14,14,2.5,4.2,7,13.7,3.3,92.9,0,42709,7003,7003,1250,2126,3489,6861,7002,7003,1636,46499,0,71.3,14,2.5,1.8,2.7,6.7,35706,7003,1250,876,1363,3372
E14000534,ARUNDEL AND SOUTH DOWNS,47392,47345,94.7,49,48.2,47.6,47.6,0.3,0.6,1.3,5.2,0.4,99.4,0,44897,23234,22856,119,302,596,2448,22570,22570,203,47095,0,46.5,48.2,0.3,0.4,0.6,3.9,22041,22856,119,183,294,1852
E14000535,ASHFIELD,47611,47599,98.7,92.6,92.6,38.5,92.6,0,0.3,0.4,1.3,0,99.2,0,46990,44071,44071,6,161,171,609,18337,44071,2,47219,0,6.1,92.6,0,0.3,0,0.9,2919,44071,6,155,10,438
E14000536,ASHFORD,54542,54507,94.4,74.6,73.4,62.4,72.8,0.3,1.3,2.1,5.5,0.3,98.8,33.8,51486,40702,40061,165,692,1127,3021,34020,39706,161,53889,18408,20.9,73.4,0.3,1,0.8,3.5,11425,40061,165,527,435,1894
E14000537,ASHTON-UNDER-LYNE,43226,43185,99.4,87.1,86.8,59.6,86.5,0,0,0,0.5,0,99.8,0,42954,37661,37532,0,2,16,231,25757,37388,3,43158,0,12.5,86.8,0,0,0,0.5,5422,37532,0,2,14,215
E14000538,AYLESBURY,53051,53017,98.5,85.6,83,55.6,80.9,0,0.1,0.2,1.4,0,99.6,0,52281,45393,44019,14,71,101,736,29480,42933,16,52851,1,15.6,83,0,0.1,0.1,1.2,8262,44019,14,57,30,635
S14000006,"AYR, CARRICK AND CUMNOCK",45863,45842,98.5,62.2,60.6,48.8,59.7,0.1,0.2,0.4,1.4,0.1,99.6,0,45189,28519,27801,50,106,198,653,22380,27392,56,45702,0,37.9,60.6,0.1,0.1,0.2,1,17388,27801,50,56,92,455
E14000539,BANBURY,59205,59174,98.2,85.3,83.7,74.3,82.4,0.6,0.6,0.8,1.7,0.1,98.9,0.1,58148,50516,49537,349,383,489,1026,44017,48791,39,58583,53,14.5,83.7,0.6,0.1,0.2,0.9,8611,49537,349,34,106,537
S14000007,BANFF AND BUCHAN,44467,44357,85.5,22.9,22.9,22.9,22.9,1.7,4.3,8,14.3,1.9,95.3,0,38003,10192,10192,764,1910,3578,6354,10192,10192,829,42385,0,62.5,22.9,1.7,2.6,3.8,6.2,27811,10192,764,1146,1668,2776
E14000540,BARKING,52377,52360,99.5,93.6,93.6,87,93.6,0,0.1,0.1,0.5,0,99.5,0,52105,49051,49051,0,60,74,255,45565,49051,0,52107,0,5.8,93.6,0,0.1,0,0.3,3054,49051,0,60,14,181
E14000541,BARNSLEY CENTRAL,42762,42760,99.8,92.3,91.2,39.3,90.5,0,0,0,0.2,0,99.9,37.4,42673,39456,39019,0,4,6,87,16812,38706,1,42739,15990,8.5,91.2,0,0,0,0.2,3654,39019,0,4,2,81
E14000542,BARNSLEY EAST,43372,43361,99.1,84.3,81.6,44.5,79.7,0,0,0.2,0.9,0,99.7,20.7,42980,36542,35406,0,16,70,381,19308,34574,0,43248,8960,17.5,81.6,0,0,0.1,0.7,7574,35406,0,16,54,311
E14000543,BARROW AND FURNESS,44157,44127,97.9,53.7,53.7,53.7,53.7,0.2,0.4,0.6,2,0.2,99.8,2.7,43224,23696,23696,85,176,245,903,23696,23696,92,44066,1212,44.2,53.7,0.2,0.2,0.2,1.5,19528,23696,85,91,69,658
E14000544,BASILDON AND BILLERICAY,41295,41270,98.9,91.2,90.9,74.2,90.5,0,0.1,0.3,1.1,0,99.5,0,40833,37675,37536,6,39,117,437,30653,37389,2,41095,0,8,90.9,0,0.1,0.2,0.8,3297,37536,6,33,78,320
E14000545,BASINGSTOKE,51153,51143,99.4,89.8,89.8,68.7,89.8,0,0.1,0.2,0.5,0,99.8,0,50862,45913,45913,1,75,98,281,35159,45913,9,51051,0,9.7,89.8,0,0.1,0,0.4,4949,45913,1,74,23,183
E14000546,BASSETLAW,51889,51809,97.7,70.6,69.7,51.6,69.2,0.3,0.5,0.7,2.2,0.1,99.6,22.9,50681,36618,36168,166,246,352,1128,26751,35928,61,51684,11868,28,69.7,0.3,0.2,0.2,1.5,14513,36168,166,80,106,776
E14000547,BATH,42637,42549,97,75.4,69.3,45,64.2,0,0,0,2.8,0,97.6,0,41341,32164,29538,0,0,8,1208,19175,27394,0,41613,0,27.7,69.3,0,0,0,2.8,11803,29538,0,0,8,1200
E14000548,BATLEY AND SPEN,46939,46899,99.2,95.4,95.4,90,95.4,0,0,0,0.7,0,99.8,55.4,46551,44791,44791,0,5,16,348,42244,44791,0,46845,26001,3.7,95.4,0,0,0,0.7,1760,44791,0,5,11,332
E14000549,BATTERSEA,63522,62693,97.7,96,93.4,78,91.1,0,0,0.1,1,0,97.7,0,62050,61003,59329,0,0,61,643,49578,57869,0,62050,0,4.3,93.4,0,0,0.1,0.9,2721,59329,0,0,61,582
E14000550,BEACONSFIELD,44886,44869,96.3,79.2,77.8,65.9,77,0,0.2,1.2,3.6,0.1,98.7,0,43239,35531,34935,16,107,542,1630,29601,34543,55,44282,0,18.5,77.8,0,0.2,1,2.4,8304,34935,16,91,435,1088
E14000551,BECKENHAM,39928,39924,99.5,90.7,90.1,33.9,89.5,0,0,0.1,0.5,0,99.7,0,39711,36225,35979,2,5,20,213,13526,35726,0,39794,0,9.3,90.1,0,0,0,0.5,3732,35979,2,3,15,193
E14000552,BEDFORD,47565,47561,99.5,95.1,93.7,50.9,92,0,0,0,0.5,0,99.7,0,47346,45224,44591,2,3,20,215,24234,43763,0,47409,0,5.8,93.7,0,0,0,0.4,2755,44591,2,1,17,195
N06000001,BELFAST EAST,46656,46610,99.7,97.6,97.6,94.5,97.6,0,0,0.1,0.2,0,99.7,0,46506,45552,45552,3,4,27,104,44111,45552,1,46528,0,2,97.6,0,0,0,0.2,954,45552,3,1,23,77
N06000002,BELFAST NORTH,50774,50746,99.5,97.8,97.8,94.7,97.8,0,0,0.3,0.5,0,99.5,0,50502,49661,49661,11,13,165,244,48097,49661,0,50534,0,1.7,97.8,0,0,0.3,0.2,841,49661,11,2,152,79
N06000003,BELFAST SOUTH,54009,53962,99.6,97,97,91.5,97,0,0,0,0.3,0,99.6,0,53791,52393,52393,0,0,17,171,49415,52393,0,53796,12,2.6,97,0,0,0,0.3,1398,52393,0,0,17,154
N06000004,BELFAST WEST,40413,40393,99.8,96.8,96.8,94.1,96.8,0,0,0.1,0.1,0,99.9,0,40339,39136,39136,1,17,31,54,38047,39136,0,40354,0,3,96.8,0,0,0,0.1,1203,39136,1,16,14,23
E14000553,BERMONDSEY AND OLD SOUTHWARK,70561,70477,95.7,85.5,85.5,77.8,85.5,0,0,0,4.1,0,95.8,0,67554,60329,60327,0,0,0,2923,54929,60329,0,67565,0,10.2,85.5,0,0,0,4.1,7227,60327,0,0,0,2923
S14000008,"BERWICKSHIRE, ROXBURGH AND SELKIRK",50231,50040,92.5,55.2,53.3,51.9,51.9,1,2.1,3.7,7.1,1.4,96.8,19.1,46471,27719,26750,494,1079,1871,3569,26055,26055,683,48602,9584,39.3,53.3,1,1.2,1.6,3.4,19721,26750,494,585,792,1698
E14000554,BERWICK-UPON-TWEED,35898,35842,93,44.2,44.2,44.2,44.2,0.9,2.1,3.4,6.9,1,98,7.7,33378,15856,15856,325,741,1218,2464,15855,15856,372,35174,2779,48.8,44.2,0.9,1.2,1.3,3.5,17522,15856,325,416,477,1246
E14000555,BETHNAL GREEN AND BOW,62999,61393,93.1,81.2,78.7,63.4,76.2,0,0,0.2,4.3,0,93.1,0,58660,51124,49595,0,0,145,2733,39956,47989,1,58663,0,14.4,78.7,0,0,0.2,4.1,9065,49595,0,0,145,2588
E14000556,BEVERLEY AND HOLDERNESS,47309,47224,97.9,81.5,81.5,81.5,81.5,0.3,0.5,0.9,2,0.2,99.3,0.3,46299,38547,38547,119,253,412,925,38547,38547,106,46972,165,16.4,81.5,0.3,0.3,0.3,1.1,7752,38547,119,134,159,513
E14000557,BEXHILL AND BATTLE,50307,50275,97,55.7,55.7,55.7,55.7,0,0.2,0.5,3,0.1,99.7,0,48777,28008,28008,13,93,247,1498,28008,28008,55,50146,0,41.3,55.7,0,0.2,0.3,2.5,20769,28008,13,80,154,1251
E14000558,BEXLEYHEATH AND CRAYFORD,38355,38351,99.2,94.4,94.4,78.4,94.4,0,0,0.3,0.8,0,99.3,0,38050,36206,36205,0,1,98,301,30089,36205,0,38087,0,4.8,94.4,0,0,0.3,0.5,1845,36205,0,1,97,203
E14000559,BIRKENHEAD,44309,44243,99.7,96.1,96.1,89.6,96.1,0,0,0,0.2,0,99.8,0,44175,42570,42570,0,0,0,68,39688,42570,0,44235,0,3.6,96.1,0,0,0,0.2,1605,42570,0,0,0,68
E14000560,"BIRMINGHAM, EDGBASTON",43621,42659,96.2,92.4,92,58,92.2,0,0.1,0.3,1.6,0,96.2,0,41956,40309,40146,14,63,152,703,25281,40197,0,41982,0,4.1,92,0,0.1,0.2,1.3,1810,40146,14,49,89,551
E14000561,"BIRMINGHAM, ERDINGTON",43837,43834,98.1,94.7,93.3,19.6,92.3,0,0.7,1,1.9,0,98.1,0,43004,41528,40887,2,315,421,830,8576,40475,0,43010,1,4.8,93.3,0,0.7,0.2,0.9,2117,40887,2,313,106,409
E14000562,"BIRMINGHAM, HALL GREEN",41040,41024,99.2,95.7,95.5,56.2,95.4,0,0,0.1,0.7,0,99.4,0,40717,39272,39212,0,2,25,307,23046,39160,0,40789,0,3.7,95.5,0,0,0.1,0.7,1505,39212,0,2,23,282
E14000563,"BIRMINGHAM, HODGE HILL",40735,40727,99.8,98.4,98.1,56.4,97.8,0,0.1,0.2,0.2,0,99.8,0,40652,40086,39968,0,32,68,75,22972,39822,0,40654,0,1.7,98.1,0,0.1,0.1,0,684,39968,0,32,36,7
E14000564,"BIRMINGHAM, LADYWOOD",61066,60725,95.5,89.5,88.4,63.6,87.8,0,0,0.3,3.9,0,95.6,0,58347,54665,53977,0,1,158,2378,38855,53596,0,58349,0,7.2,88.4,0,0,0.3,3.6,4370,53977,0,1,157,2220
E14000565,"BIRMINGHAM, NORTHFIELD",46822,46816,98.8,95.6,95.6,34.7,95.6,0,0.2,0.5,1.2,0,98.9,0,46276,44766,44766,0,86,247,540,16224,44766,6,46318,0,3.2,95.6,0,0.2,0.3,0.6,1510,44766,0,86,161,293
E14000566,"BIRMINGHAM, PERRY BARR",40739,40727,99.3,98.7,98.3,82.8,98,0,0.1,0.1,0.7,0,99.3,0,40442,40199,40047,15,21,42,285,33752,39907,0,40442,0,1,98.3,0,0,0.1,0.6,395,40047,15,6,21,243
E14000567,"BIRMINGHAM, SELLY OAK",43922,43917,98.9,95.7,95.6,61.6,95.7,0,0,0.3,1.1,0,99,0,43443,42039,41973,0,15,152,474,27041,42039,0,43465,0,3.3,95.6,0,0,0.3,0.7,1470,41973,0,15,137,322
E14000568,"BIRMINGHAM, YARDLEY",43874,43867,99.6,98.9,98.8,90.1,98.7,0,0.1,0.3,0.4,0,99.6,0,43712,43389,43333,2,22,110,155,39510,43295,0,43713,0,0.9,98.8,0,0,0.2,0.1,379,43333,2,20,88,45
E14000569,BISHOP AUCKLAND,44102,44068,94.9,60.7,60.7,60.7,60.7,0.6,1.3,1.8,5.1,0.4,99.1,2.6,41831,26790,26790,256,552,781,2237,26790,26790,168,43690,1133,34.1,60.7,0.6,0.7,0.5,3.3,15041,26790,256,296,229,1456
E14000570,BLACKBURN,43922,43901,99.4,90.6,90.6,60.1,90.6,0,0,0.1,0.6,0,99.6,83,43656,39784,39784,0,9,31,245,26419,39784,4,43757,36446,8.8,90.6,0,0,0.1,0.5,3872,39784,0,9,22,214
E14000571,BLACKLEY AND BROUGHTON,50049,50044,98.3,85.9,84.3,42.9,83,0,0.4,0.7,1.7,0,98.7,0,49190,42986,42209,1,177,329,854,21451,41531,0,49397,0,13.9,84.3,0,0.4,0.3,1,6981,42209,1,176,152,525
E14000572,BLACKPOOL NORTH AND CLEVELEYS,42465,42316,99.2,90.6,90.6,55.9,90.6,0,0,0,0.4,0,99.4,54.3,42136,38490,38490,2,2,2,180,23727,38490,0,42220,23068,8.6,90.6,0,0,0,0.4,3646,38490,2,0,0,178
E14000573,BLACKPOOL SOUTH,41959,41770,98.8,77.6,77.6,18.5,77.6,0,0,0,0.7,0,98.9,66.6,41456,32548,32542,0,0,0,314,7758,32548,0,41481,27943,21.2,77.6,0,0,0,0.7,8914,32542,0,0,0,314
W07000072,BLAENAU GWENT,33200,33183,97.9,47.6,46.3,45.2,45.2,0,0.1,0.3,2.1,0,99.8,0,32487,15811,15356,14,30,95,696,14991,14991,0,33144,14,51.6,46.3,0,0,0.2,1.8,17131,15356,14,16,65,601
E14000574,BLAYDON,42429,42376,96.8,71.4,71,35.5,70.6,0.2,0.4,0.7,3,0,98.9,0,41083,30277,30121,64,176,283,1293,15081,29939,3,41971,1,25.8,71,0.2,0.3,0.3,2.4,10962,30121,64,112,107,1010
E14000575,BLYTH VALLEY,40501,40500,99.7,93.6,93.4,92.7,93.3,0.1,0.1,0.1,0.3,0,100,0,40365,37919,37831,27,35,42,135,37526,37801,0,40500,0,6.3,93.4,0.1,0,0,0.2,2534,37831,27,8,7,93
E14000576,BOGNOR REGIS AND LITTLEHAMPTON,50819,50794,98.3,43,43,43,43,0,0,0,1.6,0,99.9,0,49956,21860,21860,14,18,24,838,21860,21860,1,50788,1,55.3,43,0,0,0,1.6,28096,21860,14,4,6,814
E14000577,BOLSOVER,47562,47517,97.9,81.6,79.8,68.1,78.8,0,0.1,0.3,2,0.1,99.7,0,46559,38826,37950,19,61,136,958,32403,37471,31,47436,0,18.1,79.8,0,0.1,0.2,1.7,8609,37950,19,42,75,822
E14000578,BOLTON NORTH EAST,44522,44508,99.4,96.5,95.8,70.1,95.2,0,0.1,0.1,0.5,0,99.7,0,44266,42944,42674,0,29,50,242,31210,42401,0,44408,0,3.6,95.8,0,0.1,0,0.4,1592,42674,0,29,21,192
E14000579,BOLTON SOUTH EAST,44386,44340,99.4,95.8,95.6,68.3,95.1,0,0.1,0.1,0.5,0,99.6,0,44119,42538,42439,20,38,44,221,30322,42214,0,44201,1,3.8,95.6,0,0,0,0.4,1680,42439,20,18,6,177
E14000580,BOLTON WEST,44769,44750,98.6,90.9,90.1,41.9,89.7,0,0.1,0.2,1.3,0,99.7,0,44158,40685,40353,9,23,110,592,18773,40137,14,44637,0,8.5,90.1,0,0,0.2,1.1,3805,40353,9,14,87,482
E14000581,BOOTLE,47946,47897,99.6,96,96,77.6,96,0,0.2,0.2,0.3,0,99.6,0,47734,46012,46012,0,82,82,163,37212,46012,0,47767,0,3.6,96,0,0.2,0,0.2,1722,46012,0,82,0,81
E14000582,BOSTON AND SKEGNESS,51087,51027,92.2,67.3,66.8,66.3,66.3,0.6,2.1,3.7,7.7,0.6,97.9,15.9,47106,34359,34135,298,1095,1868,3921,33876,33876,287,50011,8135,25.4,66.8,0.6,1.6,1.5,4,12971,34135,298,797,773,2053
E14000583,BOSWORTH,49236,49060,98.4,70.5,68.5,45.1,67.2,0,0.1,0.2,1.2,0,99.5,0,48472,34733,33745,13,47,112,588,22212,33083,10,49002,0,29.9,68.5,0,0.1,0.1,1,14727,33745,13,34,65,476
E14000584,BOURNEMOUTH EAST,49601,49585,98.9,95.5,93.4,81.7,92.8,0.6,0.6,0.6,1.1,0,99.7,0,49054,47360,46313,293,294,294,531,40528,46022,0,49439,0,5.5,93.4,0.6,0,0,0.5,2741,46313,293,1,0,237
E14000585,BOURNEMOUTH WEST,49586,49534,99.7,93.1,91.4,71.4,89.4,0,0,0,0.2,0,99.8,0,49441,46186,45299,1,1,8,93,35421,44330,0,49485,0,8.4,91.4,0,0,0,0.2,4142,45299,1,0,7,85
